영문테이블,한글테이블,영문컬럼,한글컬럼,DATA TYPE,NULL 여부,정수,소수점,PK
TPRMPP_BGDOCM,프로젝트관리_사업가이드기본,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BGDOCM,프로젝트관리_사업가이드기본,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BGDOCM,프로젝트관리_사업가이드기본,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BGDOCM,프로젝트관리_사업가이드기본,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BGDOCM,프로젝트관리_사업가이드기본,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BGDOCM,프로젝트관리_사업가이드기본,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BRDOCL,프로젝트관리_사전협의기본변경로그,LOG_HIS_TGR_SNO,로그이력전문일련번호,NUMBER,N,18,,Y
TPRMPP_BRDOCL,프로젝트관리_사전협의기본변경로그,DOC_MNG_NO,문서관리번호,VARCHAR2,N,20,,N
TPRMPP_BRDOCL,프로젝트관리_사전협의기본변경로그,DOC_VRS_SNO,문서버전일련번호,NUMBER,N,9,,N
TPRMPP_BRDOCL,프로젝트관리_사전협의기본변경로그,BZ_DTT_NM,업무구분명,VARCHAR2,Y,100,,N
TPRMPP_BRDOCL,프로젝트관리_사전협의기본변경로그,REDT_CONE_INF,보고서내용정보,CLOB,Y,,,N
TPRMPP_BRDOCL,프로젝트관리_사전협의기본변경로그,REQ_DTT_NO,요청구분번호,VARCHAR2,Y,2,,N
TPRMPP_BRDOCL,프로젝트관리_사전협의기본변경로그,REQ_TTL,요청제목,VARCHAR2,Y,500,,N
TPRMPP_BRDOCL,프로젝트관리_사전협의기본변경로그,RVW_FSG_TLM_DT,리뷰완료기한일자,VARCHAR2,Y,8,,N
TPRMPP_BRDOCL,프로젝트관리_사전협의기본변경로그,CHG_DTT_YN,변경구분여부,VARCHAR2,N,1,,N
TPRMPP_BRDOCL,프로젝트관리_사전협의기본변경로그,CHG_DTM,변경일시,DATE,N,,,N
TPRMPP_BRDOCL,프로젝트관리_사전협의기본변경로그,CHG_USID,변경사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BRDOCL,프로젝트관리_사전협의기본변경로그,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_BRDOCL,프로젝트관리_사전협의기본변경로그,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BRDOCL,프로젝트관리_사전협의기본변경로그,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BRDOCL,프로젝트관리_사전협의기본변경로그,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BRDOCL,프로젝트관리_사전협의기본변경로그,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BRDOCL,프로젝트관리_사전협의기본변경로그,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BRDOCL,프로젝트관리_사전협의기본변경로그,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BGDOCL,프로젝트관리_사업가이드기본변경로그,LOG_HIS_TGR_SNO,로그이력전문일련번호,NUMBER,N,18,,Y
TPRMPP_BGDOCL,프로젝트관리_사업가이드기본변경로그,DOC_MNG_NO,문서관리번호,VARCHAR2,N,20,,N
TPRMPP_BGDOCL,프로젝트관리_사업가이드기본변경로그,DOC_TTL_CONE,문서제목내용,VARCHAR2,Y,300,,N
TPRMPP_BGDOCL,프로젝트관리_사업가이드기본변경로그,NAC_TXT_INF,게시물본문정보,CLOB,Y,,,N
TPRMPP_BGDOCL,프로젝트관리_사업가이드기본변경로그,CHG_DTT_YN,변경구분여부,VARCHAR2,N,1,,N
TPRMPP_BGDOCL,프로젝트관리_사업가이드기본변경로그,CHG_DTM,변경일시,DATE,N,,,N
TPRMPP_BGDOCL,프로젝트관리_사업가이드기본변경로그,CHG_USID,변경사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BGDOCL,프로젝트관리_사업가이드기본변경로그,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_BGDOCL,프로젝트관리_사업가이드기본변경로그,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BGDOCL,프로젝트관리_사업가이드기본변경로그,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BGDOCL,프로젝트관리_사업가이드기본변경로그,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BGDOCL,프로젝트관리_사업가이드기본변경로그,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BGDOCL,프로젝트관리_사업가이드기본변경로그,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BGDOCL,프로젝트관리_사업가이드기본변경로그,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BBUGTM,프로젝트관리_전산예산기본,BG_NO,예산번호,VARCHAR2,N,15,,Y
TPRMPP_BBUGTM,프로젝트관리_전산예산기본,SNO,일련번호,NUMBER,N,9,,N
TPRMPP_BBUGTM,프로젝트관리_전산예산기본,BSE_YY,기준연도,VARCHAR2,Y,4,,N
TPRMPP_BBUGTM,프로젝트관리_전산예산기본,FNT_TB_NM,원천테이블명,VARCHAR2,Y,120,,N
TPRMPP_BBUGTM,프로젝트관리_전산예산기본,PK_COL_NM,주식별자컬럼명,VARCHAR2,Y,4000,,N
TPRMPP_BBUGTM,프로젝트관리_전산예산기본,FNT_TB_CRY_SNO,원천테이블적재일련번호,NUMBER,Y,10,,N
TPRMPP_BBUGTM,프로젝트관리_전산예산기본,IOE_C,비목코드,VARCHAR2,Y,7,,N
TPRMPP_BBUGTM,프로젝트관리_전산예산기본,ASG_RT,배정률,NUMBER,Y,8,5,N
TPRMPP_BBUGTM,프로젝트관리_전산예산기본,BG_DUP_AMT,예산편성금액,NUMBER,Y,18,3,N
TPRMPP_BBUGTM,프로젝트관리_전산예산기본,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_BBUGTM,프로젝트관리_전산예산기본,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BBUGTM,프로젝트관리_전산예산기본,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BBUGTM,프로젝트관리_전산예산기본,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BBUGTM,프로젝트관리_전산예산기본,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BBUGTM,프로젝트관리_전산예산기본,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BBUGTM,프로젝트관리_전산예산기본,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BBUGTL,프로젝트관리_전산예산기본변경로그,LOG_HIS_TGR_SNO,로그이력전문일련번호,NUMBER,N,18,,Y
TPRMPP_BBUGTL,프로젝트관리_전산예산기본변경로그,BG_NO,예산번호,VARCHAR2,N,15,,N
TPRMPP_BBUGTL,프로젝트관리_전산예산기본변경로그,SNO,일련번호,NUMBER,N,9,,N
TPRMPP_BBUGTL,프로젝트관리_전산예산기본변경로그,BSE_YY,기준연도,VARCHAR2,Y,4,,N
TPRMPP_BBUGTL,프로젝트관리_전산예산기본변경로그,FNT_TB_NM,원천테이블명,VARCHAR2,Y,120,,N
TPRMPP_BBUGTL,프로젝트관리_전산예산기본변경로그,PK_COL_NM,주식별자컬럼명,VARCHAR2,Y,4000,,N
TPRMPP_BBUGTL,프로젝트관리_전산예산기본변경로그,FNT_TB_CRY_SNO,원천테이블적재일련번호,NUMBER,Y,10,,N
TPRMPP_BBUGTL,프로젝트관리_전산예산기본변경로그,IOE_C,비목코드,VARCHAR2,Y,7,,N
TPRMPP_BBUGTL,프로젝트관리_전산예산기본변경로그,ASG_RT,배정률,NUMBER,Y,8,5,N
TPRMPP_BBUGTL,프로젝트관리_전산예산기본변경로그,BG_DUP_AMT,예산편성금액,NUMBER,Y,18,3,N
TPRMPP_BBUGTL,프로젝트관리_전산예산기본변경로그,CHG_DTT_YN,변경구분여부,VARCHAR2,N,1,,N
TPRMPP_BBUGTL,프로젝트관리_전산예산기본변경로그,CHG_DTM,변경일시,DATE,N,,,N
TPRMPP_BBUGTL,프로젝트관리_전산예산기본변경로그,CHG_USID,변경사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BBUGTL,프로젝트관리_전산예산기본변경로그,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_BBUGTL,프로젝트관리_전산예산기본변경로그,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BBUGTL,프로젝트관리_전산예산기본변경로그,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BBUGTL,프로젝트관리_전산예산기본변경로그,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BBUGTL,프로젝트관리_전산예산기본변경로그,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BBUGTL,프로젝트관리_전산예산기본변경로그,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BBUGTL,프로젝트관리_전산예산기본변경로그,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BRIVGM,프로젝트관리_사전협의검토의견기본,IPM_OPNN_SNO,개선의견일련번호,NUMBER,N,9,,Y
TPRMPP_BRIVGM,프로젝트관리_사전협의검토의견기본,DOC_MNG_NO,문서관리번호,VARCHAR2,N,20,,N
TPRMPP_BRIVGM,프로젝트관리_사전협의검토의견기본,DOC_VRS_SNO,문서버전일련번호,NUMBER,N,9,,N
TPRMPP_BRIVGM,프로젝트관리_사전협의검토의견기본,FSG_YN,완료여부,VARCHAR2,N,1,,N
TPRMPP_BRIVGM,프로젝트관리_사전협의검토의견기본,IVG_OPNN_CONE,검토의견내용,VARCHAR2,Y,2000,,N
TPRMPP_BRIVGM,프로젝트관리_사전협의검토의견기본,RFR_CONE,참조내용,VARCHAR2,Y,4000,,N
TPRMPP_BRIVGM,프로젝트관리_사전협의검토의견기본,RFR_ID,참조ID,VARCHAR2,Y,14,,N
TPRMPP_BRIVGM,프로젝트관리_사전협의검토의견기본,RPL_OPNN_TC,회신의견구분코드,VARCHAR2,Y,2,,N
TPRMPP_BRIVGM,프로젝트관리_사전협의검토의견기본,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_BRIVGM,프로젝트관리_사전협의검토의견기본,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BRIVGM,프로젝트관리_사전협의검토의견기본,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BRIVGM,프로젝트관리_사전협의검토의견기본,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BRIVGM,프로젝트관리_사전협의검토의견기본,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BRIVGM,프로젝트관리_사전협의검토의견기본,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BRIVGM,프로젝트관리_사전협의검토의견기본,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BRIVGL,프로젝트관리_사전협의검토의견기본변경로그,LOG_HIS_TGR_SNO,로그이력전문일련번호,NUMBER,N,18,,Y
TPRMPP_BRIVGL,프로젝트관리_사전협의검토의견기본변경로그,IPM_OPNN_SNO,개선의견일련번호,NUMBER,N,9,,N
TPRMPP_BRIVGL,프로젝트관리_사전협의검토의견기본변경로그,DOC_MNG_NO,문서관리번호,VARCHAR2,N,20,,N
TPRMPP_BRIVGL,프로젝트관리_사전협의검토의견기본변경로그,DOC_VRS_SNO,문서버전일련번호,NUMBER,N,9,,N
TPRMPP_BRIVGL,프로젝트관리_사전협의검토의견기본변경로그,FSG_YN,완료여부,VARCHAR2,N,1,,N
TPRMPP_BRIVGL,프로젝트관리_사전협의검토의견기본변경로그,IVG_OPNN_CONE,검토의견내용,VARCHAR2,Y,2000,,N
TPRMPP_BRIVGL,프로젝트관리_사전협의검토의견기본변경로그,RFR_CONE,참조내용,VARCHAR2,Y,4000,,N
TPRMPP_BRIVGL,프로젝트관리_사전협의검토의견기본변경로그,RFR_ID,참조ID,VARCHAR2,Y,14,,N
TPRMPP_BRIVGL,프로젝트관리_사전협의검토의견기본변경로그,RPL_OPNN_TC,회신의견구분코드,VARCHAR2,Y,2,,N
TPRMPP_BRIVGL,프로젝트관리_사전협의검토의견기본변경로그,CHG_DTT_YN,변경구분여부,VARCHAR2,N,1,,N
TPRMPP_BRIVGL,프로젝트관리_사전협의검토의견기본변경로그,CHG_DTM,변경일시,DATE,N,,,N
TPRMPP_BRIVGL,프로젝트관리_사전협의검토의견기본변경로그,CHG_USID,변경사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BRIVGL,프로젝트관리_사전협의검토의견기본변경로그,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_BRIVGL,프로젝트관리_사전협의검토의견기본변경로그,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BRIVGL,프로젝트관리_사전협의검토의견기본변경로그,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BRIVGL,프로젝트관리_사전협의검토의견기본변경로그,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BRIVGL,프로젝트관리_사전협의검토의견기본변경로그,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BRIVGL,프로젝트관리_사전협의검토의견기본변경로그,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BRIVGL,프로젝트관리_사전협의검토의견기본변경로그,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BPLANM,프로젝트관리_정보기술부문계획기본,REQ_DOC_NO,요청문서번호,VARCHAR2,N,30,,Y
TPRMPP_BPLANM,프로젝트관리_정보기술부문계획기본,BSE_YY,기준연도,VARCHAR2,Y,4,,N
TPRMPP_BPLANM,프로젝트관리_정보기술부문계획기본,IT_PTL_PLN_TP_C,IT포탈계획유형코드,VARCHAR2,Y,2,,N
TPRMPP_BPLANM,프로젝트관리_정보기술부문계획기본,ADU_TOT_AMT,합계총금액,NUMBER,Y,18,3,N
TPRMPP_BPLANM,프로젝트관리_정보기술부문계획기본,CPIT_BG_APV_AMT,자본예산승인금액,NUMBER,Y,18,3,N
TPRMPP_BPLANM,프로젝트관리_정보기술부문계획기본,TOT_XP_AMT,총비용금액,NUMBER,Y,18,3,N
TPRMPP_BPLANM,프로젝트관리_정보기술부문계획기본,REDT_CONE_INF,보고서내용정보,CLOB,Y,,,N
TPRMPP_BPLANM,프로젝트관리_정보기술부문계획기본,PRJ_DVM_CONE,프로젝트개발내용,VARCHAR2,Y,300,,N
TPRMPP_BPLANM,프로젝트관리_정보기술부문계획기본,IT_BG_CONE,IT예산내용,VARCHAR2,Y,4000,,N
TPRMPP_BPLANM,프로젝트관리_정보기술부문계획기본,IT_PRJ_RMK,IT프로젝트비고,VARCHAR2,Y,600,,N
TPRMPP_BPLANM,프로젝트관리_정보기술부문계획기본,CPIT_BG_RMK,자본예산비고,VARCHAR2,Y,600,,N
TPRMPP_BPLANM,프로젝트관리_정보기술부문계획기본,MNGC_BG_RMK,관리비예산비고,VARCHAR2,Y,600,,N
TPRMPP_BPLANM,프로젝트관리_정보기술부문계획기본,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_BPLANM,프로젝트관리_정보기술부문계획기본,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BPLANM,프로젝트관리_정보기술부문계획기본,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BPLANM,프로젝트관리_정보기술부문계획기본,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BPLANM,프로젝트관리_정보기술부문계획기본,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BPLANM,프로젝트관리_정보기술부문계획기본,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BPLANM,프로젝트관리_정보기술부문계획기본,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BPLANL,프로젝트관리_정보기술부문계획기본변경로그,LOG_HIS_TGR_SNO,로그이력전문일련번호,NUMBER,N,18,,Y
TPRMPP_BPLANL,프로젝트관리_정보기술부문계획기본변경로그,REQ_DOC_NO,요청문서번호,VARCHAR2,N,30,,N
TPRMPP_BPLANL,프로젝트관리_정보기술부문계획기본변경로그,BSE_YY,기준연도,VARCHAR2,Y,4,,N
TPRMPP_BPLANL,프로젝트관리_정보기술부문계획기본변경로그,IT_PTL_PLN_TP_C,IT포탈계획유형코드,VARCHAR2,Y,2,,N
TPRMPP_BPLANL,프로젝트관리_정보기술부문계획기본변경로그,ADU_TOT_AMT,합계총금액,NUMBER,Y,18,3,N
TPRMPP_BPLANL,프로젝트관리_정보기술부문계획기본변경로그,CPIT_BG_APV_AMT,자본예산승인금액,NUMBER,Y,18,3,N
TPRMPP_BPLANL,프로젝트관리_정보기술부문계획기본변경로그,TOT_XP_AMT,총비용금액,NUMBER,Y,18,3,N
TPRMPP_BPLANL,프로젝트관리_정보기술부문계획기본변경로그,REDT_CONE_INF,보고서내용정보,CLOB,Y,,,N
TPRMPP_BPLANL,프로젝트관리_정보기술부문계획기본변경로그,PRJ_DVM_CONE,프로젝트개발내용,VARCHAR2,Y,300,,N
TPRMPP_BPLANL,프로젝트관리_정보기술부문계획기본변경로그,IT_BG_CONE,IT예산내용,VARCHAR2,Y,4000,,N
TPRMPP_BPLANL,프로젝트관리_정보기술부문계획기본변경로그,IT_PRJ_RMK,IT프로젝트비고,VARCHAR2,Y,600,,N
TPRMPP_BPLANL,프로젝트관리_정보기술부문계획기본변경로그,CPIT_BG_RMK,자본예산비고,VARCHAR2,Y,600,,N
TPRMPP_BPLANL,프로젝트관리_정보기술부문계획기본변경로그,MNGC_BG_RMK,관리비예산비고,VARCHAR2,Y,600,,N
TPRMPP_BPLANL,프로젝트관리_정보기술부문계획기본변경로그,CHG_DTT_YN,변경구분여부,VARCHAR2,N,1,,N
TPRMPP_BPLANL,프로젝트관리_정보기술부문계획기본변경로그,CHG_DTM,변경일시,DATE,N,,,N
TPRMPP_BPLANL,프로젝트관리_정보기술부문계획기본변경로그,CHG_USID,변경사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BPLANL,프로젝트관리_정보기술부문계획기본변경로그,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_BPLANL,프로젝트관리_정보기술부문계획기본변경로그,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BPLANL,프로젝트관리_정보기술부문계획기본변경로그,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BPLANL,프로젝트관리_정보기술부문계획기본변경로그,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BPLANL,프로젝트관리_정보기술부문계획기본변경로그,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BPLANL,프로젝트관리_정보기술부문계획기본변경로그,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BPLANL,프로젝트관리_정보기술부문계획기본변경로그,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BPLANA,프로젝트관리_정보기술부문계획관계,ABUS_MNG_NO,사업관리번호,VARCHAR2,N,30,,Y
TPRMPP_BPLANA,프로젝트관리_정보기술부문계획관계,REQ_DOC_NO,요청문서번호,VARCHAR2,N,30,,Y
TPRMPP_BPLANA,프로젝트관리_정보기술부문계획관계,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_BPLANA,프로젝트관리_정보기술부문계획관계,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BPLANA,프로젝트관리_정보기술부문계획관계,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BPLANA,프로젝트관리_정보기술부문계획관계,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BPLANA,프로젝트관리_정보기술부문계획관계,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BPLANA,프로젝트관리_정보기술부문계획관계,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BPLANA,프로젝트관리_정보기술부문계획관계,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,ABUS_MNG_NO,사업관리번호,VARCHAR2,N,30,,Y
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,SNO,일련번호,NUMBER,N,9,,Y
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,ABUS_NM,사업명,VARCHAR2,Y,100,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,ABUS_CONE,사업내용,VARCHAR2,Y,1000,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,ABUS_NCS_CONE,사업필요성내용,VARCHAR2,Y,300,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,ABUS_TC,사업구분코드,VARCHAR2,Y,2,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,BSE_YY,기준연도,VARCHAR2,Y,4,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,BZ_DTT_NM,업무구분명,VARCHAR2,Y,100,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,CNCD_RFR_NO,관련참조번호,VARCHAR2,Y,30,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,CPN_SAF_CONE,회사현황내용,VARCHAR2,Y,1000,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,CST_TP_TC,고객유형구분코드,VARCHAR2,Y,3,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,DGOG_PPO_CONE,효과성목적내용,VARCHAR2,Y,4000,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,DPL_YN,중복여부,VARCHAR2,Y,1,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,STT_DTM,시작일시,DATE,Y,,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,END_DTM,종료일시,DATE,Y,,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,EXE_PTT_YN,실행가능성여부,VARCHAR2,Y,1,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,FLF_FSG_DT,이행완료일자,VARCHAR2,Y,8,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,HRF_PLN_CONE,향후계획내용,VARCHAR2,Y,300,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,LST_YN,최종여부,VARCHAR2,Y,1,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,MN_PRG_CONE,주요진행내용,VARCHAR2,Y,2000,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,TOT_RQM_AMT,총소요금액,NUMBER,Y,18,3,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,MPL_AMT,예정금액,NUMBER,Y,18,3,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,ODN_YN,경상여부,VARCHAR2,Y,1,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,PLM_DES,문제설명,VARCHAR2,Y,4000,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,PRLM_HRK_OGZ_C_CONE,인사상위조직코드내용,VARCHAR2,Y,100,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,SVN_DPM_C,주관부서코드,VARCHAR2,Y,20,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,TLR_USID,팀장사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,USID,사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,DVM_DPM_C,개발부서코드,VARCHAR2,Y,20,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,DVM_TEM_C,개발팀코드,VARCHAR2,Y,5,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,DVM_TLR_USID,개발팀장사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,DVM_USID,개발사용자ID,VARCHAR2,Y,14,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,BZ_TP_C,업무유형코드,VARCHAR2,Y,6,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,IT_PTL_EDRT_TC,IT포탈전결권구분코드,VARCHAR2,Y,2,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,IT_PTL_RPR_STS_TC,IT포탈보고상태구분코드,VARCHAR2,Y,2,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,IT_PTL_TCHN_TP_TC,IT포탈기술유형구분코드,VARCHAR2,Y,2,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,IT_PTL_STS_TC,IT포탈상태구분코드,VARCHAR2,Y,2,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,ABUS_RNG_CONE,사업범위내용,VARCHAR2,Y,600,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BPROJM,프로젝트관리_정보화사업기본,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BITEMM,프로젝트관리_정보화사업품목기본,GCL_MNG_NO,품목관리번호,VARCHAR2,N,16,,Y
TPRMPP_BITEMM,프로젝트관리_정보화사업품목기본,SNO,일련번호,NUMBER,N,9,,Y
TPRMPP_BITEMM,프로젝트관리_정보화사업품목기본,ABUS_MNG_NO,사업관리번호,VARCHAR2,Y,30,,N
TPRMPP_BITEMM,프로젝트관리_정보화사업품목기본,FNT_TB_CRY_SNO,원천테이블적재일련번호,NUMBER,Y,10,,N
TPRMPP_BITEMM,프로젝트관리_정보화사업품목기본,BSE_YM,기준년월,VARCHAR2,Y,6,,N
TPRMPP_BITEMM,프로젝트관리_정보화사업품목기본,CNCD_FDTN_CONE,관련근거내용,VARCHAR2,Y,600,,N
TPRMPP_BITEMM,프로젝트관리_정보화사업품목기본,DFR_CLE_C,지급주기코드,VARCHAR2,Y,1,,N
TPRMPP_BITEMM,프로젝트관리_정보화사업품목기본,GCL_NM,품목명,VARCHAR2,Y,100,,N
TPRMPP_BITEMM,프로젝트관리_정보화사업품목기본,IOE_C,비목코드,VARCHAR2,Y,7,,N
TPRMPP_BITEMM,프로젝트관리_정보화사업품목기본,ITR_INFR_YN,통합인프라여부,VARCHAR2,Y,1,,N
TPRMPP_BITEMM,프로젝트관리_정보화사업품목기본,SECT_SYS_UTZ_YN,보안시스템운용여부,VARCHAR2,Y,1,,N
TPRMPP_BITEMM,프로젝트관리_정보화사업품목기본,QTY,수량,NUMBER,Y,10,,N
TPRMPP_BITEMM,프로젝트관리_정보화사업품목기본,AMT,금액,NUMBER,Y,18,3,N
