영문테이블,한글테이블,영문컬럼,한글컬럼,DATA TYPE,NULL 여부,정수,소수점,PK
TPRMPP_CMENUD,프로젝트관리_공통메뉴상세,SRE_MNU_NM,화면메뉴명,VARCHAR2,N,100,,N
TPRMPP_CMENUD,프로젝트관리_공통메뉴상세,SYS_HRK_MNU_ID,시스템상위메뉴ID,VARCHAR2,Y,10,,N
TPRMPP_CMENUD,프로젝트관리_공통메뉴상세,USE_YN,사용여부,VARCHAR2,N,1,,N
TPRMPP_CMENUD,프로젝트관리_공통메뉴상세,RMK,비고,VARCHAR2,Y,300,,N
TPRMPP_CMENUD,프로젝트관리_공통메뉴상세,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_CMENUD,프로젝트관리_공통메뉴상세,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_CMENUD,프로젝트관리_공통메뉴상세,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_CMENUD,프로젝트관리_공통메뉴상세,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_CMENUD,프로젝트관리_공통메뉴상세,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_CMENUD,프로젝트관리_공통메뉴상세,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_CMENUD,프로젝트관리_공통메뉴상세,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_CMENUA,프로젝트관리_공통메뉴관계,MNU_ID,메뉴ID,VARCHAR2,N,10,,Y
TPRMPP_CMENUA,프로젝트관리_공통메뉴관계,ATH_ID,권한ID,VARCHAR2,N,32,,Y
TPRMPP_CMENUA,프로젝트관리_공통메뉴관계,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_CMENUA,프로젝트관리_공통메뉴관계,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_CMENUA,프로젝트관리_공통메뉴관계,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_CMENUA,프로젝트관리_공통메뉴관계,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_CMENUA,프로젝트관리_공통메뉴관계,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_CMENUA,프로젝트관리_공통메뉴관계,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_CMENUA,프로젝트관리_공통메뉴관계,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,BG_NO,예산번호,VARCHAR2,N,15,,Y
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,BG_SNO,예산일련번호,NUMBER,N,9,,Y
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,ABUS_TC,사업구분코드,VARCHAR2,Y,2,,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,BG_UNT_ABUS_C,예산단위사업코드,VARCHAR2,Y,3,,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,BSE_YY,기준연도,VARCHAR2,Y,4,,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,TMN_YN,단말여부,VARCHAR2,Y,1,,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,CGPR_ID,담당자ID,VARCHAR2,Y,14,,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,CNCD_RFR_NO,관련참조번호,VARCHAR2,Y,30,,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,CTT_NM,계약명,VARCHAR2,Y,100,,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,CTT_OPP_NM,계약상대처명,VARCHAR2,Y,100,,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,CUR_C,통화코드,VARCHAR2,Y,3,,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,DFR_CLE_C,지급주기코드,VARCHAR2,Y,1,,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,FST_DFR_DT,최초지급일자,VARCHAR2,Y,8,,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,IND_RSN,증감사유,VARCHAR2,Y,200,,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,IOE_C,비목코드,VARCHAR2,Y,7,,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,LST_YN,최종여부,VARCHAR2,Y,1,,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,SECT_SYS_UTZ_YN,보안시스템운용여부,VARCHAR2,Y,1,,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,SVN_DPM_C,주관부서코드,VARCHAR2,Y,20,,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,SVN_TEM_C,주관팀코드,VARCHAR2,Y,5,,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,TOT_XP_AMT,총비용금액,NUMBER,Y,18,3,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,FC_AMT,외화금액,NUMBER,Y,18,3,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,XCR,환율,NUMBER,Y,9,4,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,XCR_BSE_DT,환율기준일자,VARCHAR2,Y,8,,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BCOSTM,프로젝트관리_전산업무비기본,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_CMENUL,프로젝트관리_공통메뉴기본변경로그,LOG_HIS_TGR_SNO,로그이력전문일련번호,NUMBER,N,18,,Y
TPRMPP_CMENUL,프로젝트관리_공통메뉴기본변경로그,MNU_ID,메뉴ID,VARCHAR2,N,10,,N
TPRMPP_CMENUL,프로젝트관리_공통메뉴기본변경로그,HRK_MNU_ID,상위메뉴ID,VARCHAR2,Y,10,,N
TPRMPP_CMENUL,프로젝트관리_공통메뉴기본변경로그,SYS_HRK_MNU_ID,시스템상위메뉴ID,VARCHAR2,Y,10,,N
TPRMPP_CMENUL,프로젝트관리_공통메뉴기본변경로그,MNU_NM,메뉴명,VARCHAR2,N,100,,N
TPRMPP_CMENUL,프로젝트관리_공통메뉴기본변경로그,MNU_TP_C,메뉴유형코드,VARCHAR2,N,3,,N
TPRMPP_CMENUL,프로젝트관리_공통메뉴기본변경로그,SRE_PTH,화면경로,VARCHAR2,Y,300,,N
TPRMPP_CMENUL,프로젝트관리_공통메뉴기본변경로그,MNU_SOT_SQN_SNO,메뉴정렬순서일련번호,NUMBER,N,9,,N
TPRMPP_CMENUL,프로젝트관리_공통메뉴기본변경로그,HID_YN,숨김여부,VARCHAR2,N,1,,N
TPRMPP_CMENUL,프로젝트관리_공통메뉴기본변경로그,MNU_DEP,메뉴깊이,NUMBER,N,3,,N
TPRMPP_CMENUL,프로젝트관리_공통메뉴기본변경로그,WHL_MNU_PTH,전체메뉴경로,VARCHAR2,N,500,,N
TPRMPP_CMENUL,프로젝트관리_공통메뉴기본변경로그,CHG_DTT_YN,변경구분여부,VARCHAR2,N,1,,N
TPRMPP_CMENUL,프로젝트관리_공통메뉴기본변경로그,CHG_DTM,변경일시,DATE,N,,,N
TPRMPP_CMENUL,프로젝트관리_공통메뉴기본변경로그,CHG_USID,변경사용자ID,VARCHAR2,Y,14,,N
TPRMPP_CMENUL,프로젝트관리_공통메뉴기본변경로그,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_CMENUL,프로젝트관리_공통메뉴기본변경로그,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_CMENUL,프로젝트관리_공통메뉴기본변경로그,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_CMENUL,프로젝트관리_공통메뉴기본변경로그,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_CMENUL,프로젝트관리_공통메뉴기본변경로그,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_CMENUL,프로젝트관리_공통메뉴기본변경로그,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_CMENUL,프로젝트관리_공통메뉴기본변경로그,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_CBLBMM,프로젝트관리_공통게시판기본,BLB_ID,게시판ID,VARCHAR2,N,10,,Y
TPRMPP_CBLBMM,프로젝트관리_공통게시판기본,APG_FL_USE_YN,첨부파일사용여부,VARCHAR2,Y,1,,N
TPRMPP_CBLBMM,프로젝트관리_공통게시판기본,BLB_NM,게시판명,VARCHAR2,Y,300,,N
TPRMPP_CBLBMM,프로젝트관리_공통게시판기본,BLB_TC,게시판구분코드,VARCHAR2,Y,3,,N
TPRMPP_CBLBMM,프로젝트관리_공통게시판기본,CMMT_USE_YN,댓글사용여부,VARCHAR2,Y,1,,N
TPRMPP_CBLBMM,프로젝트관리_공통게시판기본,HED_TAG_USE_YN,머리말태그사용여부,VARCHAR2,Y,1,,N
TPRMPP_CBLBMM,프로젝트관리_공통게시판기본,REP_FNC_USE_YN,답변기능사용여부,VARCHAR2,Y,1,,N
TPRMPP_CBLBMM,프로젝트관리_공통게시판기본,RMK,비고,VARCHAR2,Y,300,,N
TPRMPP_CBLBMM,프로젝트관리_공통게시판기본,SRE_SQN_SNO,화면순서일련번호,NUMBER,Y,9,,N
TPRMPP_CBLBMM,프로젝트관리_공통게시판기본,USE_YN,사용여부,VARCHAR2,Y,1,,N
TPRMPP_CBLBMM,프로젝트관리_공통게시판기본,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_CBLBMM,프로젝트관리_공통게시판기본,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_CBLBMM,프로젝트관리_공통게시판기본,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_CBLBMM,프로젝트관리_공통게시판기본,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_CBLBMM,프로젝트관리_공통게시판기본,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_CBLBMM,프로젝트관리_공통게시판기본,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_CBLBMM,프로젝트관리_공통게시판기본,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_CBLBCM,프로젝트관리_공통게시물기본,NAC_NO,게시물번호,VARCHAR2,N,16,,Y
TPRMPP_CBLBCM,프로젝트관리_공통게시물기본,BLB_ID,게시판ID,VARCHAR2,N,10,,N
TPRMPP_CBLBCM,프로젝트관리_공통게시물기본,ANC_YN,공지여부,VARCHAR2,N,1,,N
TPRMPP_CBLBCM,프로젝트관리_공통게시물기본,APG_FL_NBR,첨부파일수,NUMBER,N,10,,N
TPRMPP_CBLBCM,프로젝트관리_공통게시물기본,BBR_C,부점코드,VARCHAR2,Y,3,,N
TPRMPP_CBLBCM,프로젝트관리_공통게시물기본,FL_APG_YN,파일첨부여부,VARCHAR2,N,1,,N
TPRMPP_CBLBCM,프로젝트관리_공통게시물기본,GRP_SQN_SNO,그룹순서일련번호,NUMBER,N,9,,N
TPRMPP_CBLBCM,프로젝트관리_공통게시물기본,HRK_NAC_NO,상위게시물번호,VARCHAR2,Y,16,,N
TPRMPP_CBLBCM,프로젝트관리_공통게시물기본,NAC_CONE,게시물내용,VARCHAR2,Y,4000,,N
TPRMPP_CBLBCM,프로젝트관리_공통게시물기본,NAC_ID,게시물ID,VARCHAR2,Y,10,,N
TPRMPP_CBLBCM,프로젝트관리_공통게시물기본,NAC_INQ_NBR,게시물조회수,NUMBER,N,10,,N
TPRMPP_CBLBCM,프로젝트관리_공통게시물기본,NAC_LEV_MNG_SNO,게시물레벨관리일련번호,NUMBER,N,9,,N
TPRMPP_CBLBCM,프로젝트관리_공통게시물기본,NAC_TTL,게시물제목,VARCHAR2,N,300,,N
TPRMPP_CBLBCM,프로젝트관리_공통게시물기본,SRE_USE_YN,화면사용여부,VARCHAR2,N,1,,N
TPRMPP_CBLBCM,프로젝트관리_공통게시물기본,STT_DTM,시작일시,DATE,Y,,,N
TPRMPP_CBLBCM,프로젝트관리_공통게시물기본,END_DTM,종료일시,DATE,Y,,,N
TPRMPP_CBLBCM,프로젝트관리_공통게시물기본,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_CBLBCM,프로젝트관리_공통게시물기본,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_CBLBCM,프로젝트관리_공통게시물기본,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_CBLBCM,프로젝트관리_공통게시물기본,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_CBLBCM,프로젝트관리_공통게시물기본,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_CBLBCM,프로젝트관리_공통게시물기본,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_CBLBCM,프로젝트관리_공통게시물기본,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_CCMMTM,프로젝트관리_공통댓글기본,CMMT_SNO,댓글일련번호,NUMBER,N,9,,Y
TPRMPP_CCMMTM,프로젝트관리_공통댓글기본,NAC_NO,게시물번호,VARCHAR2,N,16,,N
TPRMPP_CCMMTM,프로젝트관리_공통댓글기본,CMMT_CONE,댓글내용,VARCHAR2,Y,1000,,N
TPRMPP_CCMMTM,프로젝트관리_공통댓글기본,CMMT_DEP_NBR,댓글깊이수,NUMBER,N,4,,N
TPRMPP_CCMMTM,프로젝트관리_공통댓글기본,CMMT_SQN_SNO,댓글순서일련번호,NUMBER,N,9,,N
TPRMPP_CCMMTM,프로젝트관리_공통댓글기본,CMMT_TGT_SNO,댓글대상일련번호,NUMBER,Y,9,,N
TPRMPP_CCMMTM,프로젝트관리_공통댓글기본,HRK_CMMT_SNO,상위댓글일련번호,NUMBER,Y,9,,N
TPRMPP_CCMMTM,프로젝트관리_공통댓글기본,SRE_USE_YN,화면사용여부,VARCHAR2,N,1,,N
TPRMPP_CCMMTM,프로젝트관리_공통댓글기본,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_CCMMTM,프로젝트관리_공통댓글기본,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_CCMMTM,프로젝트관리_공통댓글기본,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_CCMMTM,프로젝트관리_공통댓글기본,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_CCMMTM,프로젝트관리_공통댓글기본,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_CCMMTM,프로젝트관리_공통댓글기본,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_CCMMTM,프로젝트관리_공통댓글기본,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_CBLBML,프로젝트관리_공통게시판기본변경로그,LOG_HIS_TGR_SNO,로그이력전문일련번호,NUMBER,N,18,,Y
TPRMPP_CBLBML,프로젝트관리_공통게시판기본변경로그,BLB_ID,게시판ID,VARCHAR2,N,10,,N
TPRMPP_CBLBML,프로젝트관리_공통게시판기본변경로그,APG_FL_USE_YN,첨부파일사용여부,VARCHAR2,Y,1,,N
TPRMPP_CBLBML,프로젝트관리_공통게시판기본변경로그,BLB_NM,게시판명,VARCHAR2,Y,300,,N
TPRMPP_CBLBML,프로젝트관리_공통게시판기본변경로그,BLB_TC,게시판구분코드,VARCHAR2,Y,3,,N
TPRMPP_CBLBML,프로젝트관리_공통게시판기본변경로그,CMMT_USE_YN,댓글사용여부,VARCHAR2,Y,1,,N
TPRMPP_CBLBML,프로젝트관리_공통게시판기본변경로그,HED_TAG_USE_YN,머리말태그사용여부,VARCHAR2,Y,1,,N
TPRMPP_CBLBML,프로젝트관리_공통게시판기본변경로그,REP_FNC_USE_YN,답변기능사용여부,VARCHAR2,Y,1,,N
TPRMPP_CBLBML,프로젝트관리_공통게시판기본변경로그,RMK,비고,VARCHAR2,Y,300,,N
TPRMPP_CBLBML,프로젝트관리_공통게시판기본변경로그,SRE_SQN_SNO,화면순서일련번호,NUMBER,Y,9,,N
TPRMPP_CBLBML,프로젝트관리_공통게시판기본변경로그,USE_YN,사용여부,VARCHAR2,Y,1,,N
TPRMPP_CBLBML,프로젝트관리_공통게시판기본변경로그,CHG_DTT_YN,변경구분여부,VARCHAR2,N,1,,N
TPRMPP_CBLBML,프로젝트관리_공통게시판기본변경로그,CHG_DTM,변경일시,DATE,N,,,N
TPRMPP_CBLBML,프로젝트관리_공통게시판기본변경로그,CHG_USID,변경사용자ID,VARCHAR2,Y,14,,N
TPRMPP_CBLBML,프로젝트관리_공통게시판기본변경로그,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_CBLBML,프로젝트관리_공통게시판기본변경로그,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_CBLBML,프로젝트관리_공통게시판기본변경로그,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_CBLBML,프로젝트관리_공통게시판기본변경로그,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_CBLBML,프로젝트관리_공통게시판기본변경로그,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_CBLBML,프로젝트관리_공통게시판기본변경로그,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_CBLBML,프로젝트관리_공통게시판기본변경로그,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,LOG_HIS_TGR_SNO,로그이력전문일련번호,NUMBER,N,18,,Y
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,NAC_NO,게시물번호,VARCHAR2,N,16,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,BLB_ID,게시판ID,VARCHAR2,N,10,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,ANC_YN,공지여부,VARCHAR2,N,1,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,APG_FL_NBR,첨부파일수,NUMBER,N,10,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,BBR_C,부점코드,VARCHAR2,Y,3,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,FL_APG_YN,파일첨부여부,VARCHAR2,N,1,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,GRP_SQN_SNO,그룹순서일련번호,NUMBER,N,9,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,HRK_NAC_NO,상위게시물번호,VARCHAR2,Y,16,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,NAC_CONE,게시물내용,VARCHAR2,Y,4000,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,NAC_ID,게시물ID,VARCHAR2,Y,10,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,NAC_INQ_NBR,게시물조회수,NUMBER,N,10,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,NAC_LEV_MNG_SNO,게시물레벨관리일련번호,NUMBER,N,9,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,NAC_TTL,게시물제목,VARCHAR2,N,300,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,SRE_USE_YN,화면사용여부,VARCHAR2,N,1,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,STT_DTM,시작일시,DATE,Y,,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,END_DTM,종료일시,DATE,Y,,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,CHG_DTT_YN,변경구분여부,VARCHAR2,N,1,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,CHG_DTM,변경일시,DATE,N,,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,CHG_USID,변경사용자ID,VARCHAR2,Y,14,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_CBLBCL,프로젝트관리_공통게시물기본변경로그,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_CCMMTL,프로젝트관리_공통댓글기본변경로그,LOG_HIS_TGR_SNO,로그이력전문일련번호,NUMBER,N,18,,Y
TPRMPP_CCMMTL,프로젝트관리_공통댓글기본변경로그,CMMT_SNO,댓글일련번호,NUMBER,N,9,,N
TPRMPP_CCMMTL,프로젝트관리_공통댓글기본변경로그,NAC_NO,게시물번호,VARCHAR2,N,16,,N
TPRMPP_CCMMTL,프로젝트관리_공통댓글기본변경로그,CMMT_CONE,댓글내용,VARCHAR2,Y,1000,,N
TPRMPP_CCMMTL,프로젝트관리_공통댓글기본변경로그,CMMT_DEP_NBR,댓글깊이수,NUMBER,N,4,,N
TPRMPP_CCMMTL,프로젝트관리_공통댓글기본변경로그,CMMT_SQN_SNO,댓글순서일련번호,NUMBER,N,9,,N
TPRMPP_CCMMTL,프로젝트관리_공통댓글기본변경로그,CMMT_TGT_SNO,댓글대상일련번호,NUMBER,Y,9,,N
TPRMPP_CCMMTL,프로젝트관리_공통댓글기본변경로그,HRK_CMMT_SNO,상위댓글일련번호,NUMBER,Y,9,,N
TPRMPP_CCMMTL,프로젝트관리_공통댓글기본변경로그,SRE_USE_YN,화면사용여부,VARCHAR2,N,1,,N
TPRMPP_CCMMTL,프로젝트관리_공통댓글기본변경로그,CHG_DTT_YN,변경구분여부,VARCHAR2,N,1,,N
TPRMPP_CCMMTL,프로젝트관리_공통댓글기본변경로그,CHG_DTM,변경일시,DATE,N,,,N
TPRMPP_CCMMTL,프로젝트관리_공통댓글기본변경로그,CHG_USID,변경사용자ID,VARCHAR2,Y,14,,N
TPRMPP_CCMMTL,프로젝트관리_공통댓글기본변경로그,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_CCMMTL,프로젝트관리_공통댓글기본변경로그,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_CCMMTL,프로젝트관리_공통댓글기본변경로그,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_CCMMTL,프로젝트관리_공통댓글기본변경로그,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_CCMMTL,프로젝트관리_공통댓글기본변경로그,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_CCMMTL,프로젝트관리_공통댓글기본변경로그,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_CCMMTL,프로젝트관리_공통댓글기본변경로그,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_CAUTHI,프로젝트관리_공통자격등급연계,ATH_ID,권한ID,VARCHAR2,N,32,,Y
TPRMPP_CAUTHI,프로젝트관리_공통자격등급연계,QLF_GR_MAT,자격등급사항,VARCHAR2,Y,2000,,N
TPRMPP_CAUTHI,프로젝트관리_공통자격등급연계,QLF_GR_NM,자격등급명,VARCHAR2,Y,200,,N
TPRMPP_CAUTHI,프로젝트관리_공통자격등급연계,USE_YN,사용여부,VARCHAR2,Y,1,,N
TPRMPP_CAUTHI,프로젝트관리_공통자격등급연계,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_CAUTHI,프로젝트관리_공통자격등급연계,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_CAUTHI,프로젝트관리_공통자격등급연계,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_CAUTHI,프로젝트관리_공통자격등급연계,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_CAUTHI,프로젝트관리_공통자격등급연계,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_CAUTHI,프로젝트관리_공통자격등급연계,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_CAUTHI,프로젝트관리_공통자격등급연계,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BRDOCM,프로젝트관리_사전협의기본,DOC_MNG_NO,문서관리번호,VARCHAR2,N,20,,Y
TPRMPP_BRDOCM,프로젝트관리_사전협의기본,DOC_VRS_SNO,문서버전일련번호,NUMBER,N,9,,N
TPRMPP_BRDOCM,프로젝트관리_사전협의기본,BZ_DTT_NM,업무구분명,VARCHAR2,Y,100,,N
TPRMPP_BRDOCM,프로젝트관리_사전협의기본,REDT_CONE_INF,보고서내용정보,CLOB,Y,,,N
TPRMPP_BRDOCM,프로젝트관리_사전협의기본,REQ_DTT_NO,요청구분번호,VARCHAR2,Y,2,,N
TPRMPP_BRDOCM,프로젝트관리_사전협의기본,REQ_TTL,요청제목,VARCHAR2,Y,500,,N
TPRMPP_BRDOCM,프로젝트관리_사전협의기본,RVW_FSG_TLM_DT,리뷰완료기한일자,VARCHAR2,Y,8,,N
TPRMPP_BRDOCM,프로젝트관리_사전협의기본,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
TPRMPP_BRDOCM,프로젝트관리_사전협의기본,FST_ENR_DTM,최초등록일시,DATE,N,,,N
TPRMPP_BRDOCM,프로젝트관리_사전협의기본,DEL_YN,삭제여부,VARCHAR2,N,1,,N
TPRMPP_BRDOCM,프로젝트관리_사전협의기본,GUID,GUID,VARCHAR2,N,38,,N
TPRMPP_BRDOCM,프로젝트관리_사전협의기본,GUID_PRG_SNO,GUID진행일련번호,NUMBER,N,4,,N
TPRMPP_BRDOCM,프로젝트관리_사전협의기본,LST_CHG_USID,최종변경사용자ID,VARCHAR2,N,14,,N
TPRMPP_BRDOCM,프로젝트관리_사전협의기본,LST_CHG_DTM,최종변경일시,DATE,N,,,N
TPRMPP_BGDOCM,프로젝트관리_사업가이드기본,DOC_MNG_NO,문서관리번호,VARCHAR2,N,20,,Y
TPRMPP_BGDOCM,프로젝트관리_사업가이드기본,DOC_TTL_CONE,문서제목내용,VARCHAR2,Y,300,,N
TPRMPP_BGDOCM,프로젝트관리_사업가이드기본,NAC_TXT_INF,게시물본문정보,CLOB,Y,,,N
TPRMPP_BGDOCM,프로젝트관리_사업가이드기본,FST_ENR_USID,최초등록사용자ID,VARCHAR2,N,14,,N
