No.,표준용어논리명,표준용어물리명,데이터타입,데이터길이,데이터소수점길이,설명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46952,예산보고서개별코드,BG_REDT_IDV_C,VARCHAR2,10,,예산 업무에서 발생하는 보고서 작성을 위하여 개별 보고서 항목 식별을 위하여 부여한 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46953,예산보고서개별코드명,BG_REDT_IDV_C_NM,VARCHAR2,200,,예산 업무에서 발생하는 보고서 작성을 위하여 개별 보고서 항목 식별을 위하여 부여한 코드에 해당하는 코드명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46954,예산보고서통합코드,BG_REDT_ITR_C,VARCHAR2,4,,예산 업무에서 발생하는 보고서 작성을 위하여 개별 보고서 코드를 집합 관리하느 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46955,예산보고서통합코드명,BG_REDT_ITR_C_NM,VARCHAR2,200,,예산 업무에서 발생하는 보고서 작성을 위하여 개별 보고서 코드를 관리하는 통합코드 명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46956,예산비용구분코드,BG_XP_TC,VARCHAR2,2,,지급계약 조회시 예산여부를 구분하는 코드(예 : 10-예산,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46957,예산성격구분코드,BG_PRN_TC,VARCHAR2,3,,예산의 성격을 구분 관리하기 위한 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46958,예산실적등록여부,BG_RSL_ENR_YN,VARCHAR2,1,,예산 집행실적 및 배정실적 등을 산출하여 등록한 여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46959,예산실적등록일자,BG_RSL_ENR_DT,VARCHAR2,8,,예산 집행실적 및 배정실적 등을 산출하여 등록한 일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46960,예산실적시작일자,BG_RSL_STT_DT,VARCHAR2,8,,예산 집행실적 및 배정실적 등을 산출하기 위한 시작일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46961,예산실적적용환율,BG_RSL_ALY_XCR,NUMBER,9,4,예산 집행실적 및 배정실적 등을 산출하기 위한 적용할 환율,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46962,예산실적종료일자,BG_RSL_END_DT,VARCHAR2,8,,예산 집행실적 및 배정실적 등을 산출하기 위한 종료일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46963,예산요구기타계수,BG_NDS_ETC_CFC,NUMBER,7,2,예산 편성이나 배정 요구시 금액 산출의 근거가 되는 기타계수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46964,예산요구등록시작일자,BG_NDS_ENR_STT_DT,VARCHAR2,8,,예산 편성요구서 및 배정요구서 등록을 종료한 일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46965,예산요구등록종료일자,BG_NDS_ENR_END_DT,VARCHAR2,8,,예산 편성요구서 및 배정요구서 등록을 종료한 일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46966,예산용역계약번호,BG_SEVS_CTT_NO,VARCHAR2,9,,예산에서 용역계약을 관리하기 위한 번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46967,예산이수관글로벌경비비목코드,BG_TMA_GBL_XPN_IOE_C,VARCHAR2,7,,국외점포 예산 이수관 비목코드(이관 시는 수관 예산코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46968,예산인사관련거래번호,BG_PRLM_CNCD_TRNO,VARCHAR2,18,,예산집행시 인사업무관련 거래를 관리하기 위한 번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46969,예산일괄배정번호,BG_BUP_ASG_NO,VARCHAR2,4,,일괄로 예산 배정을 처리한 번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46970,예산적정집행금액,BG_PPRT_NFM_AMT,NUMBER,18,,예산배정원화환산금액과 예산적정집행률을 곱한 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46971,예산적정집행률,BG_PPRT_NFM_RT,NUMBER,9,4,배정된 예산에 대한 적정집행률,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46972,예산전용금액,BG_DIVR_AMT,NUMBER,18,3,예산 전용 처리된 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46973,예산전용번호,BG_DIVR_NO,VARCHAR2,9,,예산 전용 내역을 관리하기 위한 번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46974,예산전용사유,BG_DIVR_RSN,VARCHAR2,200,,예산 전용을 처리하는 사유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46975,예산전용일자,BG_DIVR_DT,VARCHAR2,8,,예산을 전용한 일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46976,예산전자결재문서ID,BG_EDCN_DOC_ID,VARCHAR2,100,,예산 지급 등을 위한 전자결재시 문서ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46977,예산전자결재번호,BG_EDCN_NO,VARCHAR2,16,,예산 지급 등을 위한 전자결재시 그 내용을 관리하기 위한 번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46978,예산전자결재송신회사ID,BG_EDCN_TME_CPN_ID,VARCHAR2,3,,예산 지급 등을 위한 전자결재시 문서 작성하여 송신한 회사ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46979,예산전자결재원문서번호,BG_EDCN_OG_DOC_NO,VARCHAR2,100,,예산 지급 등을 위한 전자결재시 근본이 되는 문서번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46980,예산정기배정금액,BG_FXP_ASG_AMT,NUMBER,18,3,예산 배정 계획에 의해 정기적으로 배정되는 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46981,예산정기배정원화환산금액,BG_FXP_ASG_WONC_AMT,NUMBER,18,,예산 정기배정 금액에 적용환율을 곱하여 원화로 환산한 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46982,예산지급거래상대처명,BG_DFR_TR_OPP_NM,VARCHAR2,100,,글로벌표준뱅킹 경비 처리시 반복지급 경비에 대한 거래 상대처를 의미한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46983,예산지급담당자사원번호,BG_DFR_CGPR_ENO,VARCHAR2,32,,신청한 예산에 대한 지급 담당자의 사원번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46984,예산지급송장번호,BG_DFR_INVO_NO,VARCHAR2,30,,글로벌 경비 처리업무 중 사전 예산승인신청서 작성시 예산 지급에 따른 송장 번호를 의미한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46985,예산지급송장항목번호,BG_DFR_INVO_ITM_NO,VARCHAR2,2,,글로벌표준뱅킹 경비 처리업무 중 사전 예산승인신청서 작성시 예산 지급에 따른 송장 항목번호를 의미한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46986,예산지급승인신청목적,BG_DFR_APV_RQS_PPO,VARCHAR2,300,,글로벌표준뱅킹 경비 처리업무 중 사전 예산승인신청서 작성시 승인 신청목적을 의미한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46987,예산지급승인신청상세내용,BG_DFR_APV_RQS_DTL_CONE,VARCHAR2,300,,글로벌표준뱅킹 경비 처리업무 중 사전 예산승인신청서 작성시 승인 신청상세내용을 의미한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46988,예산지급승인신청일자,BG_DFR_APV_RQS_DT,VARCHAR2,8,,글로벌표준뱅킹 경비 처리업무 중 사전 예산승인신청서 작성시 신청한 일자를 의미한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46989,예산지급승인일련번호,BG_DFR_APV_SNO,NUMBER,9,,글로벌 경비 처리업무 중 사전 예산승인신청서 작성시 채번되는 일련번호를 의미한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46990,예산지급승인일자,BG_DFR_APV_DT,VARCHAR2,8,,예산 지급 신청 기안을 승인한 일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46991,예산지급승인참조번호,BG_DFR_APV_RFR_NO,VARCHAR2,30,,글로벌표준뱅킹 경비 처리업무 중 사전 예산승인신청서 작성시 채번되는 참조번호를 의미한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46992,예산지급신청내용,BG_DFR_RQS_CONE,VARCHAR2,6000,,예산 지급 신청 기안의 내용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46993,예산지급신청반송일자,BG_DFR_RQS_SDB_DT,VARCHAR2,8,,예산 지급 신청 기안을 반송한 일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46994,예산지급신청일자,BG_DFR_RQS_DT,VARCHAR2,8,,예산 지급 신청 기안을 신청한 일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46995,예산지급신청제목,BG_DFR_RQS_TTL,VARCHAR2,1000,,예산 지급 신청 기안의 제목,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46996,예산지급영수증번호,BG_DFR_RCW_NO,VARCHAR2,30,,글로벌 경비 처리업무 중 사전 예산승인신청서 작성시 예산 지급에 따른 영수증번호를 의미한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46997,예산지급영수증항목번호,BG_DFR_RCW_ITM_NO,VARCHAR2,2,,글로벌표준뱅킹 경비 처리업무 중 사전 예산승인신청서 작성시 예산 지급에 따른 영수증 항목번호를 의미한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46998,예산지급예정일자,BG_DFR_MPL_DT,VARCHAR2,8,,글로벌표준뱅킹 경비 처리업무 중 사전 예산승인신청서 작성시 예산지급 예정일자를 의미한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46999,예산지급예정장소명,BG_DFR_MPL_PLC_NM,VARCHAR2,100,,글로벌표준뱅킹 경비 처리업무 중 사전 예산승인신청서 작성시 예산지급 예정장소명을 의미한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47000,예산지급예정참여자명,BG_DFR_MPL_PTPT_NM,VARCHAR2,100,,글로벌표준뱅킹 경비 처리업무 중 사전 예산승인신청서 작성시 참여자 명을 의미한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47001,예산지급요청자명,BG_DFR_RQR_NM,VARCHAR2,100,,글로벌표준뱅킹 경비 처리업무 중 사전 예산승인신청서 작성시 요청자 명을 의미한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47002,예산지급은행코드,BG_DFR_BNK_C,VARCHAR2,3,,예산을 지급하여 입금시키는 은행코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47003,예산지급적용시작일자,BG_DFR_ALY_STT_DT,VARCHAR2,8,,글로벌표준뱅킹 경비 처리업무 중 사전 예산승인신청서 작성시 적용 시작일자를 의미한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47004,예산지급적용종료일자,BG_DFR_ALY_END_DT,VARCHAR2,8,,글로벌표준뱅킹 경비 처리업무 중 사전 예산승인신청서 작성시 적용 종료일자를 의미한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47005,예산지급처번호,BG_PYCO_NO,VARCHAR2,15,,현금영수증 등으로 예산 지급 처리시 지급처 식별을 위한 번호 관리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47006,예산지급품의관리번호,BG_DFR_CDPS_MNG_NO,VARCHAR2,9,,예산지급 신청시 자동 체번되는 관리번호(YYMM+SEQ(5)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47007,예산지급항목상세내용,BG_DFR_ITM_DTL_CONE,VARCHAR2,300,,글로벌표준뱅킹 경비 처리업무 중 사전 예산승인신청서 작성시 예산 항목별 상세내용을 의미한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47008,예산집행계산내용,BG_NFM_CAL_CONE,VARCHAR2,1000,,예산 집행 금액을 산출하기 위한 근거가 되는 수식의 내용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47009,예산집행금액,BG_NFM_AMT,NUMBER,18,3,예산_집행_금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47010,예산집행률,BG_NFM_RT,NUMBER,9,4,예산 집행금액을 배정금액으로 나눈 백분율,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47011,예산집행신청일자,BG_NFM_RQS_DT,VARCHAR2,8,,예산 집행을 신청한 일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47012,예산집행원화환산금액,BG_NFM_WONC_AMT,NUMBER,18,,에산 집행 금액에 적용환율을 곱하여 원화로 환산한 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47013,예산집행이력생성일자,BG_NFM_HIS_GNT_DT,VARCHAR2,8,,예산집행관련 거래 발생시 이력을 생성한 일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47014,예산집행적용환율,BG_NFM_ALY_XCR,NUMBER,9,4,예산 집행시 적용한 환율,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47015,예산집행적용환율일자,BG_NFM_ALY_XCR_DT,VARCHAR2,8,,예산 집행시 적용한 환율의 일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47016,예산집행증빙종류구분코드,BG_NFM_EVDC_KD_TC,VARCHAR2,2,,예산 집행시 증빙이 되는 종류를 구분한 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47017,예산집행차이률,BG_NFM_DFF_RT,NUMBER,9,4,예산적정집행률 - 예산집행률,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47018,예산집행현금금액,BG_NFM_CSH_AMT,NUMBER,18,3,예산 집행시 현금으로 집행된 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47019,예산처리상태코드,BG_PRC_STS_C,VARCHAR2,1,,본점(BMC) 시스템에서 글로벌표준뱅킹시스템으로 예산 배정 내역  처리  상태 코드를 관리한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47020,예산처리여부,BG_PRC_YN,VARCHAR2,1,,비용 지급을 위한 예산 처리 여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47021,예산처리오류내용,BG_PRC_ERR_CONE,VARCHAR2,100,,비용 지급을 위한 예산 처리시 발생한 오류 내용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47022,예산처리요청구분코드,BG_PRC_REQ_TC,VARCHAR2,2,,비용 지급과 관련한 예산 처리 요청 사항을 구분하기 위한 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47023,예산처리일자,BG_PRC_DT,VARCHAR2,8,,비용 지급을 위한 예산 처리 일자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47024,예산처리코드,BG_PRC_C,VARCHAR2,2,,예산지급의 처리상태를 관리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47025,예산통화코드,BG_CUR_C,VARCHAR2,3,,해당부점의 예산 편성에 사용되는 통화코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47026,예산파일구분코드,BG_FL_TC,VARCHAR2,2,,예산시스템 적재 파일을 구분하기 위한 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47027,예산편성금액,BG_DUP_AMT,NUMBER,18,3,해당년도에 편성된 예산금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47028,예산편성기준연도,BG_DUP_BSE_YY,VARCHAR2,4,,해당 사업의 기준년도 기입(예산편성년도),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47029,예산편성승인금액,BG_DUP_APV_AMT,NUMBER,18,,예산관리자에 의해 편성 승인된 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47030,예산환입원화환산금액,BG_TIN_WONC_AMT,NUMBER,18,,환입 금액에  적용환율을 곱하여 원화로 환산한 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47031,예상IPO추진일정내용,ATP_IPO_PUL_DSD_CONE,VARCHAR2,2000,,IPO 추진시 예상 일정에 대한 내용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47032,예상감정번호,ATP_APSL_NO,VARCHAR2,40,,감정예상 번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47033,예상개발인원수,ATP_DVM_NOP_NBR,NUMBER,10,,예상 개발에 대한 인원수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47034,예상거래금액,ATP_TR_AMT,NUMBER,18,,예상 거래 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47035,예상거래횟수코드,ATP_TR_NOT_C,VARCHAR2,1,,이 코드는 예상거래횟수코드를 관리하는 코드입니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47036,예상고유계정잔액,ATP_UNQ_ATS_BBL,NUMBER,18,3,예상고유계정잔액사용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47037,예상금액,ATP_AMT,NUMBER,18,3,예상하는 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47038,예상급여일련번호,ATP_SLY_SNO,NUMBER,9,,예상급여에서 관리하는 예상급여 일련번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47039,예상기여금액,ATP_CTBT_AMT,NUMBER,18,3,미래발생할 기여로서 수익예측을 통해 산출된 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47040,예상낙찰금액,ATP_SFBD_AMT,NUMBER,18,3,예상낙찰율을 적용한 낙찰가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47041,예상낙찰률,ATP_SFBD_RT,NUMBER,8,5,해당 물건에 대한 법원 경매 예상 낙찰률,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47042,예상담보금액,ATP_MGE_AMT,NUMBER,18,3,예상되는 담보금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47043,예상담보비율,ATP_MGE_RATO,NUMBER,8,5,예상되는 담보비율,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47044,예상대손충당금외화금액,ATP_ABDA_FC_AMT,NUMBER,18,3,현재 시점이후로 미래에 발생할 외화 대손 충당금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47045,예상대손충당금원화금액,ATP_ABDA_WON_AMT,NUMBER,18,,현재 시점이후로 미래에 발생할 외화 대손 충당금액에 대한 원화 환산 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47046,예상마감잔액,ATP_CSG_BBL,NUMBER,18,3,이체일 거래내역의 실시작 잔액 (예상시작잔액 + 총입금액 - 총출금액),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47047,예상만기환급금액,ATP_XRT_REF_AMT,NUMBER,18,3,보험 만기시에 수령할 예상금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47048,예상만기환급률,ATP_XRT_REF_RT,NUMBER,8,5,보험 만기시의 예상 환급률,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47049,예상매매가격,ATP_DELG_PR,NUMBER,18,3,조사대상 재산(담보)의 (예상)매매가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47050,예상매출금액,ATP_RVN_AMT,NUMBER,18,3,제품에 대한 수익전망 매출 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47053,예상미수수익외화금액,ATP_URP_FC_AMT,NUMBER,18,3,년말 예상미수수익외화금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47054,예상미수수익원화금액,ATP_URP_WON_AMT,NUMBER,18,,년말 예상미수수익외화금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47055,예상미지급비용,ATP_NDFY_XP,NUMBER,18,3,예상일 시점에서 연말에 산출되어 질 것으로 예상되는 미지급이자 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47056,예상발생구분코드,ATP_OCC_TC,VARCHAR2,2,,예상되는 발생의 구분코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47057,예상발행수량,ATP_PUB_QTY,NUMBER,10,,예상으로  발행할  수량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47058,예상방카슈랑스수수료,ATP_BA_FEE,NUMBER,18,3,납입된 보험료에 대한 보험사로부터 받을 수수료를 미리 예상하여 계산한 수수료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47059,예상배당금액,ATP_DVDD_AMT,NUMBER,18,3,경매 예상배당금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47060,예상보증료,ATP_GRT_FE,NUMBER,18,3,예상 보증료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47061,예상보험료등록일련번호,ATP_ISFE_ENR_SNO,NUMBER,9,,수입이 예상되는 보험료 명세를 등록하기 위한 채번 일련번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47062,예상부도율,ATP_DSH_RT,NUMBER,8,5,고객의 신용등급및 대출기간에 따라 예상되어지는 부도율,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47063,예상부점인원수,ATP_BBR_NOP_NBR,NUMBER,5,,미래의 일정기간까지 예상되는 부점 인원수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47064,예상선급비용,ATP_AVP_XP,NUMBER,18,3,예상일 시점에서 연말에 산출되어 질 것으로 예상되는 선급이자 금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47065,예상선수수익외화금액,ATP_ARP_FC_AMT,NUMBER,18,3,년말 예상 선수수익 외화금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47066,예상선수수익원화금액,ATP_ARP_WON_AMT,NUMBER,18,,년말 예상선수수익원화금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47067,예상소득인정여부,ATP_ICO_ADM_YN,VARCHAR2,1,,장래에 발생할 소득에 대한 인정 여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47068,예상손실EAD금액,EL_EAD_AMT,NUMBER,18,3,예상손실충당금 산출시 기준이 되는 계좌잔액과 미수이자의 합산금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47069,예상손실EAD원화환산금액,EL_EAD_WONC_AMT,NUMBER,18,3,예상손실충당금 산출시 기준이 되는 계좌잔액과 미수이자의 합산 원화환산금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47070,예상손실구분코드,EL_TC,VARCHAR2,2,,예상손실을 구분하는 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 - TOBE (10. 정상계좌(대지급포함),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20. 부도후 정상계좌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30. 신규부도계좌""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47071,예상손실금액,EL_AMT,NUMBER,24,6,최적 포트폴리오에서의 평균 기대 손실,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47072,예상손실금액미달러환산금액,EL_AMT_USD_CVS_AMT,NUMBER,18,3,최적포트폴리오에서 평균 기대 손실의 미달러 환산금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47073,예상손실기준일자,EL_BSE_DT,VARCHAR2,8,,예상손실(Estimated Loss) 방식을 적용하여 대손충당금을 산출한 일자를 의미한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47074,예상손실담보배분적용여부,EL_MGE_ARM_ALY_YN,VARCHAR2,1,,EL기준의 담보 배분 결과 적용 여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47075,예상손실대손충당금금액,EL_ABDA_AMT,NUMBER,18,3,예상손실(EL) 방식을 적용하여 산출한 충당금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47076,예상손실대손충당금기준통화환산금액,EL_ABDA_BCUR_CVS_AMT,NUMBER,18,3,산출된 예상손실 대손충당금을 기준통화로 환산한 금액이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
