ID	유형	위험도	언어	레퍼런스	체커 타입	체커 키	체커명	라인	파일명	함수	경로	A.S	유사 이슈 그룹	이슈 상태	이슈 담당자	검출 시간	체커 설명	이슈 의견
967212	신규	매우위험	Java/JSP		품질	NULL_RETURN_STD	표준 라이브러리의 널 반환 값 역참조	69	EstimateDetailProjectionIt.java	entityAndViewReturnEquivalentDetailFields	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/test/java/com/kdb/it/domain/estimate/repository/EstimateDetailProjectionIt.java	Y		미확인	없음	2026-08-11 0:00	표준 라이브러리의 널 반환 값 역참조 체커는 Java 표준 라이브러리 메소드중에서 널을 반환할 가능성이 있는 메소드의 반환 값을 확인 없이 역참조하는 경우를 검출합니다.	
967213	신규	매우위험	Java/JSP		품질	NULL_RETURN_STD	표준 라이브러리의 널 반환 값 역참조	68	EstimateDetailProjectionIt.java	entityAndViewReturnEquivalentDetailFields	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/test/java/com/kdb/it/domain/estimate/repository/EstimateDetailProjectionIt.java	Y		미확인	없음	2026-08-11 0:00	표준 라이브러리의 널 반환 값 역참조 체커는 Java 표준 라이브러리 메소드중에서 널을 반환할 가능성이 있는 메소드의 반환 값을 확인 없이 역참조하는 경우를 검출합니다.	
967214	신규	매우위험	Java/JSP		품질	NULL_RETURN_STD	표준 라이브러리의 널 반환 값 역참조	64	EstimateDetailProjectionIt.java	entityAndViewReturnEquivalentDetailFields	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/test/java/com/kdb/it/domain/estimate/repository/EstimateDetailProjectionIt.java	Y		미확인	없음	2026-08-11 0:00	표준 라이브러리의 널 반환 값 역참조 체커는 Java 표준 라이브러리 메소드중에서 널을 반환할 가능성이 있는 메소드의 반환 값을 확인 없이 역참조하는 경우를 검출합니다.	
967215	신규	매우위험	Java/JSP		품질	NULL_RETURN_STD	표준 라이브러리의 널 반환 값 역참조	66	EstimateDetailProjectionIt.java	entityAndViewReturnEquivalentDetailFields	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/test/java/com/kdb/it/domain/estimate/repository/EstimateDetailProjectionIt.java	Y		미확인	없음	2026-08-11 0:00	표준 라이브러리의 널 반환 값 역참조 체커는 Java 표준 라이브러리 메소드중에서 널을 반환할 가능성이 있는 메소드의 반환 값을 확인 없이 역참조하는 경우를 검출합니다.	
967216	신규	매우위험	Java/JSP		품질	NULL_RETURN_STD	표준 라이브러리의 널 반환 값 역참조	66	EstimateDetailProjectionIt.java	entityAndViewReturnEquivalentDetailFields	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/test/java/com/kdb/it/domain/estimate/repository/EstimateDetailProjectionIt.java	Y		미확인	없음	2026-08-11 0:00	표준 라이브러리의 널 반환 값 역참조 체커는 Java 표준 라이브러리 메소드중에서 널을 반환할 가능성이 있는 메소드의 반환 값을 확인 없이 역참조하는 경우를 검출합니다.	
967217	신규	매우위험	Java/JSP		품질	NULL_RETURN_STD	표준 라이브러리의 널 반환 값 역참조	65	EstimateDetailProjectionIt.java	entityAndViewReturnEquivalentDetailFields	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/test/java/com/kdb/it/domain/estimate/repository/EstimateDetailProjectionIt.java	Y		미확인	없음	2026-08-11 0:00	표준 라이브러리의 널 반환 값 역참조 체커는 Java 표준 라이브러리 메소드중에서 널을 반환할 가능성이 있는 메소드의 반환 값을 확인 없이 역참조하는 경우를 검출합니다.	
967218	신규	매우위험	Java/JSP		품질	NULL_RETURN_STD	표준 라이브러리의 널 반환 값 역참조	67	EstimateDetailProjectionIt.java	entityAndViewReturnEquivalentDetailFields	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/test/java/com/kdb/it/domain/estimate/repository/EstimateDetailProjectionIt.java	Y		미확인	없음	2026-08-11 0:00	표준 라이브러리의 널 반환 값 역참조 체커는 Java 표준 라이브러리 메소드중에서 널을 반환할 가능성이 있는 메소드의 반환 값을 확인 없이 역참조하는 경우를 검출합니다.	
967219	신규	매우위험	Java/JSP		품질	NULL_RETURN_STD	표준 라이브러리의 널 반환 값 역참조	69	EstimateDetailProjectionIt.java	entityAndViewReturnEquivalentDetailFields	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/test/java/com/kdb/it/domain/estimate/repository/EstimateDetailProjectionIt.java	Y		미확인	없음	2026-08-11 0:00	표준 라이브러리의 널 반환 값 역참조 체커는 Java 표준 라이브러리 메소드중에서 널을 반환할 가능성이 있는 메소드의 반환 값을 확인 없이 역참조하는 경우를 검출합니다.	
967220	신규	매우위험	Java/JSP		품질	NULL_RETURN_STD	표준 라이브러리의 널 반환 값 역참조	67	EstimateDetailProjectionIt.java	entityAndViewReturnEquivalentDetailFields	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/test/java/com/kdb/it/domain/estimate/repository/EstimateDetailProjectionIt.java	Y		미확인	없음	2026-08-11 0:00	표준 라이브러리의 널 반환 값 역참조 체커는 Java 표준 라이브러리 메소드중에서 널을 반환할 가능성이 있는 메소드의 반환 값을 확인 없이 역참조하는 경우를 검출합니다.	
967221	신규	매우위험	Java/JSP		품질	NULL_RETURN_STD	표준 라이브러리의 널 반환 값 역참조	258	AuditLogPersister.java	columnName	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/main/java/com/kdb/it/domain/log/listener/AuditLogPersister.java	Y		미확인	없음	2026-08-11 0:00	표준 라이브러리의 널 반환 값 역참조 체커는 Java 표준 라이브러리 메소드중에서 널을 반환할 가능성이 있는 메소드의 반환 값을 확인 없이 역참조하는 경우를 검출합니다.	
967222	신규	매우위험	Java/JSP		품질	NULL_RETURN_STD	표준 라이브러리의 널 반환 값 역참조	16	MenuOpenApiContractTest.java	lambda$menuNodePropertiesAreRequiredAndNullableFieldsAreExplicit$0	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/test/java/com/kdb/it/domain/menu/dto/MenuOpenApiContractTest.java	Y		미확인	없음	2026-08-11 0:00	표준 라이브러리의 널 반환 값 역참조 체커는 Java 표준 라이브러리 메소드중에서 널을 반환할 가능성이 있는 메소드의 반환 값을 확인 없이 역참조하는 경우를 검출합니다.	
967223	신규	매우위험	Java/JSP		품질	NULL_RETURN_STD	표준 라이브러리의 널 반환 값 역참조	20	MenuOpenApiContractTest.java	menuNodePropertiesAreRequiredAndNullableFieldsAreExplicit	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/test/java/com/kdb/it/domain/menu/dto/MenuOpenApiContractTest.java	Y		미확인	없음	2026-08-11 0:00	표준 라이브러리의 널 반환 값 역참조 체커는 Java 표준 라이브러리 메소드중에서 널을 반환할 가능성이 있는 메소드의 반환 값을 확인 없이 역참조하는 경우를 검출합니다.	
967224	신규	매우위험	Java/JSP		품질	NULL_RETURN_STD	표준 라이브러리의 널 반환 값 역참조	23	MenuOpenApiContractTest.java	menuNodePropertiesAreRequiredAndNullableFieldsAreExplicit	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/test/java/com/kdb/it/domain/menu/dto/MenuOpenApiContractTest.java	Y		미확인	없음	2026-08-11 0:00	표준 라이브러리의 널 반환 값 역참조 체커는 Java 표준 라이브러리 메소드중에서 널을 반환할 가능성이 있는 메소드의 반환 값을 확인 없이 역참조하는 경우를 검출합니다.	
967225	신규	매우위험	Java/JSP		품질	NULL_RETURN_STD	표준 라이브러리의 널 반환 값 역참조	21	MenuOpenApiContractTest.java	menuNodePropertiesAreRequiredAndNullableFieldsAreExplicit	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/test/java/com/kdb/it/domain/menu/dto/MenuOpenApiContractTest.java	Y		미확인	없음	2026-08-11 0:00	표준 라이브러리의 널 반환 값 역참조 체커는 Java 표준 라이브러리 메소드중에서 널을 반환할 가능성이 있는 메소드의 반환 값을 확인 없이 역참조하는 경우를 검출합니다.	
967226	신규	매우위험	Java/JSP		품질	NULL_RETURN_STD	표준 라이브러리의 널 반환 값 역참조	22	MenuOpenApiContractTest.java	menuNodePropertiesAreRequiredAndNullableFieldsAreExplicit	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/test/java/com/kdb/it/domain/menu/dto/MenuOpenApiContractTest.java	Y		미확인	없음	2026-08-11 0:00	표준 라이브러리의 널 반환 값 역참조 체커는 Java 표준 라이브러리 메소드중에서 널을 반환할 가능성이 있는 메소드의 반환 값을 확인 없이 역참조하는 경우를 검출합니다.	
967227	신규	매우위험	Java/JSP		품질	NULL_RETURN_STD	표준 라이브러리의 널 반환 값 역참조	74	MenuQueryServiceTest.java	buildsTree_andFiltersByRole_pruningEmptyGroups	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/test/java/com/kdb/it/domain/menu/service/MenuQueryServiceTest.java	Y		미확인	없음	2026-08-11 0:00	표준 라이브러리의 널 반환 값 역참조 체커는 Java 표준 라이브러리 메소드중에서 널을 반환할 가능성이 있는 메소드의 반환 값을 확인 없이 역참조하는 경우를 검출합니다.	
967228	신규	매우위험	Java/JSP		품질	NULL_RETURN_STD	표준 라이브러리의 널 반환 값 역참조	107	MenuQueryServiceTest.java	userTree_carriesAthIds_forCrownIndicator	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/test/java/com/kdb/it/domain/menu/service/MenuQueryServiceTest.java	Y		미확인	없음	2026-08-11 0:00	표준 라이브러리의 널 반환 값 역참조 체커는 Java 표준 라이브러리 메소드중에서 널을 반환할 가능성이 있는 메소드의 반환 값을 확인 없이 역참조하는 경우를 검출합니다.	
967229	신규	매우위험	Java/JSP		품질	NULL_RETURN_STD	표준 라이브러리의 널 반환 값 역참조	109	MenuQueryServiceTest.java	userTree_carriesAthIds_forCrownIndicator	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/test/java/com/kdb/it/domain/menu/service/MenuQueryServiceTest.java	Y		미확인	없음	2026-08-11 0:00	표준 라이브러리의 널 반환 값 역참조 체커는 Java 표준 라이브러리 메소드중에서 널을 반환할 가능성이 있는 메소드의 반환 값을 확인 없이 역참조하는 경우를 검출합니다.	
967230	신규	매우위험	Java/JSP		품질	NULL_RETURN	널 반환 값 역참조	110	GlobalExceptionHandlerTest.java	handleRuntimeException_런타임예외_고정메시지400반환	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/test/java/com/kdb/it/exception/GlobalExceptionHandlerTest.java	Y		미확인	없음	2026-08-11 0:00	널 반환 값 역참조 체커는 반환된 널 값을 확인 없이 역참조하는 경우를 검출합니다.	
967231	신규	매우위험	Java/JSP		품질	NULL_RETURN	널 반환 값 역참조	109	GlobalExceptionHandlerTest.java	handleRuntimeException_런타임예외_고정메시지400반환	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/test/java/com/kdb/it/exception/GlobalExceptionHandlerTest.java	Y		미확인	없음	2026-08-11 0:00	널 반환 값 역참조 체커는 반환된 널 값을 확인 없이 역참조하는 경우를 검출합니다.	
967232	신규	매우위험	Java/JSP		품질	NULL_RETURN	널 반환 값 역참조	125	GlobalExceptionHandlerTest.java	handleRuntimeException_원본메시지_응답에미포함	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/test/java/com/kdb/it/exception/GlobalExceptionHandlerTest.java	Y		미확인	없음	2026-08-11 0:00	널 반환 값 역참조 체커는 반환된 널 값을 확인 없이 역참조하는 경우를 검출합니다.	
967233	신규	위험	Java/JSP		보안	INTEGER_OVERFLOW	정수 오버플로우	36	EaiInfraConfig.java	lambda$eaiGuidRandom$0	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/main/java/com/kdb/it/infra/eai/config/EaiInfraConfig.java	N		미확인	없음	2026-08-11 0:00	정수 오버플로우 체커는 정수 연산의 결과가 해당 타입의 정수에 허용되는 범위를 넘어서는 코드를 검출합니다.	
967234	신규	매우위험	Java/JSP		품질	NULL_RETURN_STD	표준 라이브러리의 널 반환 값 역참조	523	FileService.java	detectContentType	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/main/java/com/kdb/it/infra/file/service/FileService.java	Y		미확인	없음	2026-08-11 0:00	표준 라이브러리의 널 반환 값 역참조 체커는 Java 표준 라이브러리 메소드중에서 널을 반환할 가능성이 있는 메소드의 반환 값을 확인 없이 역참조하는 경우를 검출합니다.	
967235	신규	매우위험	Java/JSP		품질	NULL_RETURN_STD	표준 라이브러리의 널 반환 값 역참조	64	FileUploadUnitService.java	uploadFileInNewTransaction	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/main/java/com/kdb/it/infra/file/service/FileUploadUnitService.java	Y		미확인	없음	2026-08-11 0:00	표준 라이브러리의 널 반환 값 역참조 체커는 Java 표준 라이브러리 메소드중에서 널을 반환할 가능성이 있는 메소드의 반환 값을 확인 없이 역참조하는 경우를 검출합니다.	
967236	신규	매우위험	Java/JSP		품질	NULL_RETURN_STD	표준 라이브러리의 널 반환 값 역참조	236	SsoController.java	checkauth	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/main/java/com/kdb/it/common/sso/SsoController.java	Y		미확인	없음	2026-08-11 0:00	표준 라이브러리의 널 반환 값 역참조 체커는 Java 표준 라이브러리 메소드중에서 널을 반환할 가능성이 있는 메소드의 반환 값을 확인 없이 역참조하는 경우를 검출합니다.	
967237	신규	매우위험	Java/JSP		품질	NULL_RETURN_STD	표준 라이브러리의 널 반환 값 역참조	150	SsoController.java	business	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/main/java/com/kdb/it/common/sso/SsoController.java	Y		미확인	없음	2026-08-11 0:00	표준 라이브러리의 널 반환 값 역참조 체커는 Java 표준 라이브러리 메소드중에서 널을 반환할 가능성이 있는 메소드의 반환 값을 확인 없이 역참조하는 경우를 검출합니다.	
967238	신규	매우위험	Java/JSP		품질	NULL_RETURN_STD	표준 라이브러리의 널 반환 값 역참조	432	SsoController.java	complete	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/main/java/com/kdb/it/common/sso/SsoController.java	Y		미확인	없음	2026-08-11 0:00	표준 라이브러리의 널 반환 값 역참조 체커는 Java 표준 라이브러리 메소드중에서 널을 반환할 가능성이 있는 메소드의 반환 값을 확인 없이 역참조하는 경우를 검출합니다.	
967239	신규	매우위험	Java/JSP		품질	NULL_RETURN_STD	표준 라이브러리의 널 반환 값 역참조	413	SsoController.java	complete	/sw/sparrow/sparrow5/data/webanalysis/1757/src/src/main/java/com/kdb/it/common/sso/SsoController.java	Y		미확인	없음	2026-08-11 0:00	표준 라이브러리의 널 반환 값 역참조 체커는 Java 표준 라이브러리 메소드중에서 널을 반환할 가능성이 있는 메소드의 반환 값을 확인 없이 역참조하는 경우를 검출합니다.	

ID	유형	위험도	언어	레퍼런스	체커 타입	체커 키	체커명	라인	파일명	함수	경로	A.S	유사 이슈 그룹	이슈 상태	이슈 담당자	검출 시간	체커 설명	이슈 의견
967067	신규	높음	Javascript		보안	FORBIDDEN.INSECURE_RANDOM	적절하지 않은 난수 값 사용	34	tiptap-toc.ts	Anonymous Func<29:35>	/sw/sparrow/sparrow5/data/webanalysis/1756/src/app/components/editor/tiptap-toc.ts	N		미확인	없음	2026-08-10 23:50	쉽게 예측 가능한 난수를 사용한다면, 공격자가 생성되는 다음 숫자를 예상해 시스템을 공격할 수 있습니다.	
967068	신규	높음	Javascript		품질	EMPTY_CATCH_BLOCK	빈 catch 블록	119	useAdminLogColumns.ts	$useAdminLogColumns$vr	/sw/sparrow/sparrow5/data/webanalysis/1756/src/app/composables/admin/useAdminLogColumns.ts	N		미확인	없음	2026-08-10 23:50	빈 예외 처리 블록 체커는 예외를 처리하는 코드 내용이 없는 예외 처리 블록을 검출합니다.	
967069	신규	높음	Javascript		품질	EMPTY_CATCH_BLOCK	빈 catch 블록	96	useRealtimeLogPreferences.ts	useRealtimeLogPreferences	/sw/sparrow/sparrow5/data/webanalysis/1756/src/app/composables/useRealtimeLogPreferences.ts	N		미확인	없음	2026-08-10 23:50	빈 예외 처리 블록 체커는 예외를 처리하는 코드 내용이 없는 예외 처리 블록을 검출합니다.	
967070	신규	높음	Javascript		품질	EMPTY_CATCH_BLOCK	빈 catch 블록	11	diagnostics.ts	Anonymous Func<5:14>	/sw/sparrow/sparrow5/data/webanalysis/1756/src/app/utils/diagnostics.ts	N		미확인	없음	2026-08-10 23:50	빈 예외 처리 블록 체커는 예외를 처리하는 코드 내용이 없는 예외 처리 블록을 검출합니다.	
967071	신규	높음	Javascript		보안	FORBIDDEN.INSECURE_RANDOM	적절하지 않은 난수 값 사용	40	section-xml.ts	Anonymous Func<34:77>	/sw/sparrow/sparrow5/data/webanalysis/1756/src/app/utils/hwpx/section-xml.ts	N		미확인	없음	2026-08-10 23:50	쉽게 예측 가능한 난수를 사용한다면, 공격자가 생성되는 다음 숫자를 예상해 시스템을 공격할 수 있습니다.	
967072	신규	높음	Javascript		보안	FORBIDDEN.INSECURE_RANDOM	적절하지 않은 난수 값 사용	41	section-xml.ts	Anonymous Func<34:77>	/sw/sparrow/sparrow5/data/webanalysis/1756/src/app/utils/hwpx/section-xml.ts	N		미확인	없음	2026-08-10 23:50	쉽게 예측 가능한 난수를 사용한다면, 공격자가 생성되는 다음 숫자를 예상해 시스템을 공격할 수 있습니다.	
967073	신규	높음	Javascript		보안	FORBIDDEN.INSECURE_RANDOM	적절하지 않은 난수 값 사용	144	section-xml.ts	Anonymous Func<110:228>	/sw/sparrow/sparrow5/data/webanalysis/1756/src/app/utils/hwpx/section-xml.ts	N		미확인	없음	2026-08-10 23:50	쉽게 예측 가능한 난수를 사용한다면, 공격자가 생성되는 다음 숫자를 예상해 시스템을 공격할 수 있습니다.	
967074	신규	높음	Javascript		품질	EMPTY_CATCH_BLOCK	빈 catch 블록	140	access-control.spec.ts	Anonymous Func<107:147>	/sw/sparrow/sparrow5/data/webanalysis/1756/src/tests/e2e/access-control.spec.ts	N		미확인	없음	2026-08-10 23:50	빈 예외 처리 블록 체커는 예외를 처리하는 코드 내용이 없는 예외 처리 블록을 검출합니다.	
967075	신규	높음	Javascript		품질	EMPTY_CATCH_BLOCK	빈 catch 블록	72	session.spec.ts	Anonymous Func<47:79>	/sw/sparrow/sparrow5/data/webanalysis/1756/src/tests/e2e/session.spec.ts	N		미확인	없음	2026-08-10 23:50	빈 예외 처리 블록 체커는 예외를 처리하는 코드 내용이 없는 예외 처리 블록을 검출합니다.	
967076	신규	높음	Javascript		품질	EMPTY_CATCH_BLOCK	빈 catch 블록	197	session.spec.ts	Anonymous Func<139:208>	/sw/sparrow/sparrow5/data/webanalysis/1756/src/tests/e2e/session.spec.ts	N		미확인	없음	2026-08-10 23:50	빈 예외 처리 블록 체커는 예외를 처리하는 코드 내용이 없는 예외 처리 블록을 검출합니다.	
967077	신규	높음	Javascript		보안	FORBIDDEN.INSECURE_RANDOM	적절하지 않은 난수 값 사용	97	review.test.ts	Anonymous Func<96:97>	/sw/sparrow/sparrow5/data/webanalysis/1756/src/tests/unit/stores/review.test.ts	N		미확인	없음	2026-08-10 23:50	쉽게 예측 가능한 난수를 사용한다면, 공격자가 생성되는 다음 숫자를 예상해 시스템을 공격할 수 있습니다.	
