"category","table","column","field","local","prod","detail"
"COLUMN_TYPE_DIFF","TPRMPP_BPAYML","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPAYML","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPAYMM","DOC_VRS_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPAYMM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPAYTL","DFR_TOD","컬럼타입","NUMBER(5,0)","NUMBER(5)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPAYTL","DOC_VRS_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPAYTL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPAYTL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPAYTM","DFR_TOD","컬럼타입","NUMBER(5,0)","NUMBER(5)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPAYTM","DOC_VRS_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPAYTM","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPERFL","EVL_DTP_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPERFL","GUID_PRG_SNO","컬럼타입","NUMBER(4,0)","NUMBER(4)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPERFL","LOG_HIS_TGR_SNO","컬럼타입","NUMBER(18,0)","NUMBER(18)","컬럼타입 불일치"
"COLUMN_TYPE_DIFF","TPRMPP_BPERFM","EVL_DTP_SNO","컬럼타입","NUMBER(9,0)","NUMBER(9)","컬럼타입 불일치"
