PRLM_OGZ_C_CONE	BBR_NM	BBR_WREN_NM	ITM_SQN_SNO	PRLM_HRK_OGZ_C_CONE	USE_YN	FST_ENR_USID	FST_ENR_DTM	DEL_YN	GUID	GUID_PRG_SNO	LST_CHG_USID	LST_CHG_DTM
661	충청지역본부	Chungcheong Regional Head Office	213	050	Y	IAMADMIN	2026-06-19 10:53:46.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:46.000
970	프랑크푸르트지점	Frankfurt Representative Office	922	020	Y	IAMADMIN	2026-06-19 10:53:47.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:47.000
425	금융공학실	F/X & Derivatives Trading Department	101	020	Y	IAMADMIN	2026-06-19 10:53:47.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:47.000
349	산업금융협력센터	KDB Alliance Center	73	008	Y	IAMADMIN	2026-06-19 10:53:47.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:47.000
152	글로벌금융협력센터	Global Financial Cooperation Cent	94	020	Y	IAMADMIN	2026-06-19 10:53:47.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:47.000
747	세종지점개설준비위	[NULL]	332	050	Y	IAMADMIN	2026-06-19 10:53:47.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:47.000
180	IT기획부	Information Systems Department	135	013	Y	IAMADMIN	2026-06-19 10:53:48.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:48.000
340	PF3실	Project Finance Department III	113	027	Y	IAMADMIN	2026-06-19 10:53:49.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:49.000
127	PF2실	Project Finance Department II	111	027	Y	IAMADMIN	2026-06-19 10:53:49.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:49.000
181	코어금융부	Core Banking System Department	137	013	Y	IAMADMIN	2026-06-19 10:53:49.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:49.000
615	노동조합	[NULL]	50	002	Y	IAMADMIN	2026-06-19 10:53:38.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:38.000
038	재무관리부문	Financial Management Division	35	003	Y	IAMADMIN	2026-06-19 10:53:38.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:38.000
018	리스크관리부문	Risk Management Division	29	003	Y	IAMADMIN	2026-06-19 10:53:39.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:39.000
077	KDB미래전략연구소	KDB Future Strategy Research Institute	149	071	Y	IAMADMIN	2026-06-19 10:53:41.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:41.000
993	KDB홍콩	KDB Asia Limited	939	020	Y	IAMADMIN	2026-06-19 10:53:41.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:41.000
027	PF본부	Project Finance Center	23	074	Y	IAMADMIN	2026-06-19 10:53:41.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:41.000
056	경인지역본부	Gyeongin Regional Head Office	205	050	Y	IAMADMIN	2026-06-19 10:53:41.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:41.000
330	기업금융1실	Corporate Banking Department Ⅰ	75	008	Y	IAMADMIN	2026-06-19 10:53:41.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:41.000
703	노원지점	Nowon Branch	239	050	Y	IAMADMIN	2026-06-19 10:53:42.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:42.000
717	하남지점	Hanam Branch	231	050	Y	IAMADMIN	2026-06-19 10:53:42.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:42.000
455	무역금융실	Trade Finance Department	95	020	Y	IAMADMIN	2026-06-19 10:53:42.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:42.000
977	베이징지점	Beijing Branch	915	020	Y	IAMADMIN	2026-06-19 10:53:43.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:43.000
983	상하이지점	Shanghai Branch	909	020	Y	IAMADMIN	2026-06-19 10:53:43.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:43.000
729	송도지점	Songdo Branch	265	050	Y	IAMADMIN	2026-06-19 10:53:43.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:43.000
392	신용평가부	Credit Rating Department	121	035	Y	IAMADMIN	2026-06-19 10:53:44.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:44.000
722	아산지점	Asan Branch	333	050	Y	IAMADMIN	2026-06-19 10:53:44.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:44.000
737	양산지점	Yangsan Branch	303	050	Y	IAMADMIN	2026-06-19 10:53:44.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:44.000
123	영업·투자기획부	Business·Investment Planning Department	143	071	Y	IAMADMIN	2026-06-19 10:53:45.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:45.000
742	원주지점	Wonju Branch	321	050	Y	IAMADMIN	2026-06-19 10:53:45.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:45.000
316	잠실지점	Jamsil Branch	225	050	Y	IAMADMIN	2026-06-19 10:53:45.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:45.000
325	종로지점	Jongno Branch	255	050	Y	IAMADMIN	2026-06-19 10:53:46.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:46.000
170	총무부	General Affairs Department	147	071	Y	IAMADMIN	2026-06-19 10:53:46.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:46.000
863	평택지점	Pyeongtaek Branch	291	050	Y	IAMADMIN	2026-06-19 10:53:46.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:46.000
150	글로벌사업부	Global Business Department	93	020	Y	IAMADMIN	2026-06-19 10:53:47.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:47.000
914	자카르타사무소	Jakarta Representative Office	937	020	Y	IAMADMIN	2026-06-19 10:53:47.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:47.000
124	KDB ESG센터	KDB ESG Center	144	071	Y	IAMADMIN	2026-06-19 10:53:47.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:47.000
488	정책펀드금융실	Policy Fund Financing Department	65	087	Y	IAMADMIN	2026-06-19 10:53:47.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:47.000
226	투자운용국	Investment Operations Department	53	024	Y	IAMADMIN	2026-06-19 10:53:47.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:47.000
468	투자관리실	Investment Management Department	87	078	Y	IAMADMIN	2026-06-19 10:53:48.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:48.000
140	미래전략개발부	Future Strategy Development Department	149	077	Y	IAMADMIN	2026-06-19 10:53:49.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:49.000
478	벤처투자2실	Venture Investment Banking Department II	71	084	Y	IAMADMIN	2026-06-19 10:53:49.000	N	00000000000000000000000000000000000000	0	IAMADMIN	2026-06-19 10:53:49.000
