테이블명	테이블한글명	컬럼명	컬럼한글명	"PK여부"	"NULL여부"	Default Value	타입	길이	"소수점"
TPRMPP_BGDOCM	프로젝트관리_사업가이드기본	NAC_TXT_INF	게시물본문정보		Y		CLOB		
TPRMPP_BGDOCM	프로젝트관리_사업가이드기본	FST_ENR_USID	최초등록사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BGDOCM	프로젝트관리_사업가이드기본	FST_ENR_DTM	최초등록일시		N	sysdate	DATE		
TPRMPP_BGDOCM	프로젝트관리_사업가이드기본	DEL_YN	삭제여부		N	'N'	VARCHAR2	1	
TPRMPP_BGDOCM	프로젝트관리_사업가이드기본	GUID	GUID		N	'00000000000000000000000000000000000000'	VARCHAR2	38	
TPRMPP_BGDOCM	프로젝트관리_사업가이드기본	GUID_PRG_SNO	GUID진행일련번호		N	0	NUMBER	4	
TPRMPP_BGDOCM	프로젝트관리_사업가이드기본	LST_CHG_USID	최종변경사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BGDOCM	프로젝트관리_사업가이드기본	LST_CHG_DTM	최종변경일시		N	sysdate	DATE		
TPRMPP_BRDOCL	프로젝트관리_사전협의기본변경로그	LOG_HIS_TGR_SNO	로그이력전문일련번호	Y	N		NUMBER	18	
TPRMPP_BRDOCL	프로젝트관리_사전협의기본변경로그	DOC_MNG_NO	문서관리번호		N		VARCHAR2	20	
TPRMPP_BRDOCL	프로젝트관리_사전협의기본변경로그	DOC_VRS_SNO	문서버전일련번호		N		NUMBER	9	
TPRMPP_BRDOCL	프로젝트관리_사전협의기본변경로그	BZ_DTT_NM	업무구분명		Y		VARCHAR2	100	
TPRMPP_BRDOCL	프로젝트관리_사전협의기본변경로그	REDT_CONE_INF	보고서내용정보		Y		CLOB		
TPRMPP_BRDOCL	프로젝트관리_사전협의기본변경로그	REQ_DTT_NO	요청구분번호		Y		VARCHAR2	2	
TPRMPP_BRDOCL	프로젝트관리_사전협의기본변경로그	REQ_TTL	요청제목		Y		VARCHAR2	500	
TPRMPP_BRDOCL	프로젝트관리_사전협의기본변경로그	RVW_FSG_TLM_DT	리뷰완료기한일자		Y		VARCHAR2	8	
TPRMPP_BRDOCL	프로젝트관리_사전협의기본변경로그	PRLM_HRK_OGZ_C_CONE	인사상위조직코드내용		Y		VARCHAR2	100	
TPRMPP_BRDOCL	프로젝트관리_사전협의기본변경로그	SVN_DPM_C	주관부서코드		Y		VARCHAR2	20	
TPRMPP_BRDOCL	프로젝트관리_사전협의기본변경로그	SVN_DPM_NM	주관부서명		Y		VARCHAR2	100	
TPRMPP_BRDOCL	프로젝트관리_사전협의기본변경로그	SVN_TEM_C	주관팀코드		Y		VARCHAR2	5	
TPRMPP_BRDOCL	프로젝트관리_사전협의기본변경로그	SVN_TEM_NM	주관팀명		Y		VARCHAR2	100	
TPRMPP_BRDOCL	프로젝트관리_사전협의기본변경로그	CHG_DTT_YN	변경구분여부		N		VARCHAR2	1	
TPRMPP_BRDOCL	프로젝트관리_사전협의기본변경로그	CHG_DTM	변경일시		N		DATE		
TPRMPP_BRDOCL	프로젝트관리_사전협의기본변경로그	CHG_USID	변경사용자ID		Y		VARCHAR2	14	
TPRMPP_BRDOCL	프로젝트관리_사전협의기본변경로그	FST_ENR_USID	최초등록사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BRDOCL	프로젝트관리_사전협의기본변경로그	FST_ENR_DTM	최초등록일시		N	sysdate	DATE		
TPRMPP_BRDOCL	프로젝트관리_사전협의기본변경로그	DEL_YN	삭제여부		N	'N'	VARCHAR2	1	
TPRMPP_BRDOCL	프로젝트관리_사전협의기본변경로그	GUID	GUID		N	'00000000000000000000000000000000000000'	VARCHAR2	38	
TPRMPP_BRDOCL	프로젝트관리_사전협의기본변경로그	GUID_PRG_SNO	GUID진행일련번호		N	0	NUMBER	4	
TPRMPP_BRDOCL	프로젝트관리_사전협의기본변경로그	LST_CHG_USID	최종변경사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BRDOCL	프로젝트관리_사전협의기본변경로그	LST_CHG_DTM	최종변경일시		N	sysdate	DATE		
TPRMPP_BGDOCL	프로젝트관리_사업가이드기본변경로그	LOG_HIS_TGR_SNO	로그이력전문일련번호	Y	N		NUMBER	18	
TPRMPP_BGDOCL	프로젝트관리_사업가이드기본변경로그	DOC_MNG_NO	문서관리번호		N		VARCHAR2	20	
TPRMPP_BGDOCL	프로젝트관리_사업가이드기본변경로그	DOC_TTL_CONE	문서제목내용		Y		VARCHAR2	300	
TPRMPP_BGDOCL	프로젝트관리_사업가이드기본변경로그	NAC_TXT_INF	게시물본문정보		Y		CLOB		
TPRMPP_BGDOCL	프로젝트관리_사업가이드기본변경로그	CHG_DTT_YN	변경구분여부		N		VARCHAR2	1	
TPRMPP_BGDOCL	프로젝트관리_사업가이드기본변경로그	CHG_DTM	변경일시		N		DATE		
TPRMPP_BGDOCL	프로젝트관리_사업가이드기본변경로그	CHG_USID	변경사용자ID		Y		VARCHAR2	14	
TPRMPP_BGDOCL	프로젝트관리_사업가이드기본변경로그	FST_ENR_USID	최초등록사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BGDOCL	프로젝트관리_사업가이드기본변경로그	FST_ENR_DTM	최초등록일시		N	sysdate	DATE		
TPRMPP_BGDOCL	프로젝트관리_사업가이드기본변경로그	DEL_YN	삭제여부		N	'N'	VARCHAR2	1	
TPRMPP_BGDOCL	프로젝트관리_사업가이드기본변경로그	GUID	GUID		N	'00000000000000000000000000000000000000'	VARCHAR2	38	
TPRMPP_BGDOCL	프로젝트관리_사업가이드기본변경로그	GUID_PRG_SNO	GUID진행일련번호		N	0	NUMBER	4	
TPRMPP_BGDOCL	프로젝트관리_사업가이드기본변경로그	LST_CHG_USID	최종변경사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BGDOCL	프로젝트관리_사업가이드기본변경로그	LST_CHG_DTM	최종변경일시		N	sysdate	DATE		
TPRMPP_BBUGTM	프로젝트관리_전산예산기본	BG_NO	예산번호	Y	N		VARCHAR2	15	
TPRMPP_BBUGTM	프로젝트관리_전산예산기본	SNO	일련번호	Y	N		NUMBER	9	
TPRMPP_BBUGTM	프로젝트관리_전산예산기본	BSE_YY	기준연도		Y		VARCHAR2	4	
TPRMPP_BBUGTM	프로젝트관리_전산예산기본	FNT_TB_NM	원천테이블명		Y		VARCHAR2	120	
TPRMPP_BBUGTM	프로젝트관리_전산예산기본	PK_COL_NM	주식별자컬럼명		Y		VARCHAR2	4000	
TPRMPP_BBUGTM	프로젝트관리_전산예산기본	FNT_TB_CRY_SNO	원천테이블적재일련번호		Y		NUMBER	10	
TPRMPP_BBUGTM	프로젝트관리_전산예산기본	IOE_C	비목코드		Y		VARCHAR2	7	
TPRMPP_BBUGTM	프로젝트관리_전산예산기본	ASG_RT	배정률		Y		NUMBER	8	5
TPRMPP_BBUGTM	프로젝트관리_전산예산기본	BG_DUP_AMT	예산편성금액		Y		NUMBER	18	3
TPRMPP_BBUGTM	프로젝트관리_전산예산기본	FST_ENR_USID	최초등록사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BBUGTM	프로젝트관리_전산예산기본	FST_ENR_DTM	최초등록일시		N	sysdate	DATE		
TPRMPP_BBUGTM	프로젝트관리_전산예산기본	DEL_YN	삭제여부		N	'N'	VARCHAR2	1	
TPRMPP_BBUGTM	프로젝트관리_전산예산기본	GUID	GUID		N	'00000000000000000000000000000000000000'	VARCHAR2	38	
TPRMPP_BBUGTM	프로젝트관리_전산예산기본	GUID_PRG_SNO	GUID진행일련번호		N	0	NUMBER	4	
TPRMPP_BBUGTM	프로젝트관리_전산예산기본	LST_CHG_USID	최종변경사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BBUGTM	프로젝트관리_전산예산기본	LST_CHG_DTM	최종변경일시		N	sysdate	DATE		
TPRMPP_BBUGTL	프로젝트관리_전산예산기본변경로그	LOG_HIS_TGR_SNO	로그이력전문일련번호	Y	N		NUMBER	18	
TPRMPP_BBUGTL	프로젝트관리_전산예산기본변경로그	BG_NO	예산번호		N		VARCHAR2	15	
TPRMPP_BBUGTL	프로젝트관리_전산예산기본변경로그	SNO	일련번호		N		NUMBER	9	
TPRMPP_BBUGTL	프로젝트관리_전산예산기본변경로그	BSE_YY	기준연도		Y		VARCHAR2	4	
TPRMPP_BBUGTL	프로젝트관리_전산예산기본변경로그	FNT_TB_NM	원천테이블명		Y		VARCHAR2	120	
TPRMPP_BBUGTL	프로젝트관리_전산예산기본변경로그	PK_COL_NM	주식별자컬럼명		Y		VARCHAR2	4000	
TPRMPP_BBUGTL	프로젝트관리_전산예산기본변경로그	FNT_TB_CRY_SNO	원천테이블적재일련번호		Y		NUMBER	10	
TPRMPP_BBUGTL	프로젝트관리_전산예산기본변경로그	IOE_C	비목코드		Y		VARCHAR2	7	
TPRMPP_BBUGTL	프로젝트관리_전산예산기본변경로그	ASG_RT	배정률		Y		NUMBER	8	5
TPRMPP_BBUGTL	프로젝트관리_전산예산기본변경로그	BG_DUP_AMT	예산편성금액		Y		NUMBER	18	3
TPRMPP_BBUGTL	프로젝트관리_전산예산기본변경로그	CHG_DTT_YN	변경구분여부		N		VARCHAR2	1	
TPRMPP_BBUGTL	프로젝트관리_전산예산기본변경로그	CHG_DTM	변경일시		N		DATE		
TPRMPP_BBUGTL	프로젝트관리_전산예산기본변경로그	CHG_USID	변경사용자ID		Y		VARCHAR2	14	
TPRMPP_BBUGTL	프로젝트관리_전산예산기본변경로그	FST_ENR_USID	최초등록사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BBUGTL	프로젝트관리_전산예산기본변경로그	FST_ENR_DTM	최초등록일시		N	sysdate	DATE		
TPRMPP_BBUGTL	프로젝트관리_전산예산기본변경로그	DEL_YN	삭제여부		N	'N'	VARCHAR2	1	
TPRMPP_BBUGTL	프로젝트관리_전산예산기본변경로그	GUID	GUID		N	'00000000000000000000000000000000000000'	VARCHAR2	38	
TPRMPP_BBUGTL	프로젝트관리_전산예산기본변경로그	GUID_PRG_SNO	GUID진행일련번호		N	0	NUMBER	4	
TPRMPP_BBUGTL	프로젝트관리_전산예산기본변경로그	LST_CHG_USID	최종변경사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BBUGTL	프로젝트관리_전산예산기본변경로그	LST_CHG_DTM	최종변경일시		N	sysdate	DATE		
TPRMPP_BRIVGM	프로젝트관리_사전협의검토의견기본	IPM_OPNN_SNO	개선의견일련번호	Y	N		NUMBER	9	
TPRMPP_BRIVGM	프로젝트관리_사전협의검토의견기본	DOC_MNG_NO	문서관리번호		N		VARCHAR2	20	
TPRMPP_BRIVGM	프로젝트관리_사전협의검토의견기본	DOC_VRS_SNO	문서버전일련번호		N		NUMBER	9	
TPRMPP_BRIVGM	프로젝트관리_사전협의검토의견기본	FSG_YN	완료여부		N		VARCHAR2	1	
TPRMPP_BRIVGM	프로젝트관리_사전협의검토의견기본	IVG_OPNN_CONE	검토의견내용		Y		VARCHAR2	2000	
TPRMPP_BRIVGM	프로젝트관리_사전협의검토의견기본	RFR_CONE	참조내용		Y		VARCHAR2	4000	
TPRMPP_BRIVGM	프로젝트관리_사전협의검토의견기본	RFR_ID	참조ID		Y		VARCHAR2	14	
TPRMPP_BRIVGM	프로젝트관리_사전협의검토의견기본	IT_PTL_RPL_OPNN_TC	IT포탈회신의견구분코드		Y		VARCHAR2	2	
TPRMPP_BRIVGM	프로젝트관리_사전협의검토의견기본	FST_ENR_USID	최초등록사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BRIVGM	프로젝트관리_사전협의검토의견기본	FST_ENR_DTM	최초등록일시		N	sysdate	DATE		
TPRMPP_BRIVGM	프로젝트관리_사전협의검토의견기본	DEL_YN	삭제여부		N	'N'	VARCHAR2	1	
TPRMPP_BRIVGM	프로젝트관리_사전협의검토의견기본	GUID	GUID		N	'00000000000000000000000000000000000000'	VARCHAR2	38	
TPRMPP_BRIVGM	프로젝트관리_사전협의검토의견기본	GUID_PRG_SNO	GUID진행일련번호		N	0	NUMBER	4	
TPRMPP_BRIVGM	프로젝트관리_사전협의검토의견기본	LST_CHG_USID	최종변경사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BRIVGM	프로젝트관리_사전협의검토의견기본	LST_CHG_DTM	최종변경일시		N	sysdate	DATE		
TPRMPP_BRIVGL	프로젝트관리_사전협의검토의견기본변경로그	LOG_HIS_TGR_SNO	로그이력전문일련번호	Y	N		NUMBER	18	
TPRMPP_BRIVGL	프로젝트관리_사전협의검토의견기본변경로그	IPM_OPNN_SNO	개선의견일련번호		N		NUMBER	9	
TPRMPP_BRIVGL	프로젝트관리_사전협의검토의견기본변경로그	DOC_MNG_NO	문서관리번호		N		VARCHAR2	20	
TPRMPP_BRIVGL	프로젝트관리_사전협의검토의견기본변경로그	DOC_VRS_SNO	문서버전일련번호		N		NUMBER	9	
TPRMPP_BRIVGL	프로젝트관리_사전협의검토의견기본변경로그	FSG_YN	완료여부		N		VARCHAR2	1	
TPRMPP_BRIVGL	프로젝트관리_사전협의검토의견기본변경로그	IVG_OPNN_CONE	검토의견내용		Y		VARCHAR2	2000	
TPRMPP_BRIVGL	프로젝트관리_사전협의검토의견기본변경로그	RFR_CONE	참조내용		Y		VARCHAR2	4000	
TPRMPP_BRIVGL	프로젝트관리_사전협의검토의견기본변경로그	RFR_ID	참조ID		Y		VARCHAR2	14	
TPRMPP_BRIVGL	프로젝트관리_사전협의검토의견기본변경로그	IT_PTL_RPL_OPNN_TC	IT포탈회신의견구분코드		Y		VARCHAR2	2	
TPRMPP_BRIVGL	프로젝트관리_사전협의검토의견기본변경로그	CHG_DTT_YN	변경구분여부		N		VARCHAR2	1	
TPRMPP_BRIVGL	프로젝트관리_사전협의검토의견기본변경로그	CHG_DTM	변경일시		N		DATE		
TPRMPP_BRIVGL	프로젝트관리_사전협의검토의견기본변경로그	CHG_USID	변경사용자ID		Y		VARCHAR2	14	
TPRMPP_BRIVGL	프로젝트관리_사전협의검토의견기본변경로그	FST_ENR_USID	최초등록사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BRIVGL	프로젝트관리_사전협의검토의견기본변경로그	FST_ENR_DTM	최초등록일시		N	sysdate	DATE		
TPRMPP_BRIVGL	프로젝트관리_사전협의검토의견기본변경로그	DEL_YN	삭제여부		N	'N'	VARCHAR2	1	
TPRMPP_BRIVGL	프로젝트관리_사전협의검토의견기본변경로그	GUID	GUID		N	'00000000000000000000000000000000000000'	VARCHAR2	38	
TPRMPP_BRIVGL	프로젝트관리_사전협의검토의견기본변경로그	GUID_PRG_SNO	GUID진행일련번호		N	0	NUMBER	4	
TPRMPP_BRIVGL	프로젝트관리_사전협의검토의견기본변경로그	LST_CHG_USID	최종변경사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BRIVGL	프로젝트관리_사전협의검토의견기본변경로그	LST_CHG_DTM	최종변경일시		N	sysdate	DATE		
TPRMPP_BPLANM	프로젝트관리_정보기술부문계획기본	REQ_DOC_NO	요청문서번호	Y	N		VARCHAR2	30	
TPRMPP_BPLANM	프로젝트관리_정보기술부문계획기본	BSE_YY	기준연도		Y		VARCHAR2	4	
TPRMPP_BPLANM	프로젝트관리_정보기술부문계획기본	IT_PTL_PLN_TP_C	IT포탈계획유형코드		Y		VARCHAR2	2	
TPRMPP_BPLANM	프로젝트관리_정보기술부문계획기본	ADU_TOT_AMT	합계총금액		Y		NUMBER	18	3
TPRMPP_BPLANM	프로젝트관리_정보기술부문계획기본	TOT_CPIT_AMT	총자본금액		Y		NUMBER	18	3
TPRMPP_BPLANM	프로젝트관리_정보기술부문계획기본	TOT_XP_AMT	총비용금액		Y		NUMBER	18	3
TPRMPP_BPLANM	프로젝트관리_정보기술부문계획기본	REDT_CONE_INF	보고서내용정보		Y		CLOB		
TPRMPP_BPLANM	프로젝트관리_정보기술부문계획기본	PRJ_DVM_CONE	프로젝트개발내용		Y		VARCHAR2	300	
TPRMPP_BPLANM	프로젝트관리_정보기술부문계획기본	IT_BG_CONE	IT예산내용		Y		VARCHAR2	4000	
TPRMPP_BPLANM	프로젝트관리_정보기술부문계획기본	IT_PRJ_RMK	IT프로젝트비고		Y		VARCHAR2	600	
TPRMPP_BPLANM	프로젝트관리_정보기술부문계획기본	CPIT_BG_RMK	자본예산비고		Y		VARCHAR2	600	
TPRMPP_BPLANM	프로젝트관리_정보기술부문계획기본	MNGC_BG_RMK	관리비예산비고		Y		VARCHAR2	600	
TPRMPP_BPLANM	프로젝트관리_정보기술부문계획기본	FST_ENR_USID	최초등록사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BPLANM	프로젝트관리_정보기술부문계획기본	FST_ENR_DTM	최초등록일시		N	sysdate	DATE		
TPRMPP_BPLANM	프로젝트관리_정보기술부문계획기본	DEL_YN	삭제여부		N	'N'	VARCHAR2	1	
TPRMPP_BPLANM	프로젝트관리_정보기술부문계획기본	GUID	GUID		N	'00000000000000000000000000000000000000'	VARCHAR2	38	
TPRMPP_BPLANM	프로젝트관리_정보기술부문계획기본	GUID_PRG_SNO	GUID진행일련번호		N	0	NUMBER	4	
TPRMPP_BPLANM	프로젝트관리_정보기술부문계획기본	LST_CHG_USID	최종변경사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BPLANM	프로젝트관리_정보기술부문계획기본	LST_CHG_DTM	최종변경일시		N	sysdate	DATE		
TPRMPP_BPLANL	프로젝트관리_정보기술부문계획기본변경로그	LOG_HIS_TGR_SNO	로그이력전문일련번호	Y	N		NUMBER	18	
TPRMPP_BPLANL	프로젝트관리_정보기술부문계획기본변경로그	REQ_DOC_NO	요청문서번호		N		VARCHAR2	30	
TPRMPP_BPLANL	프로젝트관리_정보기술부문계획기본변경로그	BSE_YY	기준연도		Y		VARCHAR2	4	
TPRMPP_BPLANL	프로젝트관리_정보기술부문계획기본변경로그	IT_PTL_PLN_TP_C	IT포탈계획유형코드		Y		VARCHAR2	2	
TPRMPP_BPLANL	프로젝트관리_정보기술부문계획기본변경로그	ADU_TOT_AMT	합계총금액		Y		NUMBER	18	3
TPRMPP_BPLANL	프로젝트관리_정보기술부문계획기본변경로그	TOT_CPIT_AMT	총자본금액		Y		NUMBER	18	3
TPRMPP_BPLANL	프로젝트관리_정보기술부문계획기본변경로그	TOT_XP_AMT	총비용금액		Y		NUMBER	18	3
TPRMPP_BPLANL	프로젝트관리_정보기술부문계획기본변경로그	REDT_CONE_INF	보고서내용정보		Y		CLOB		
TPRMPP_BPLANL	프로젝트관리_정보기술부문계획기본변경로그	PRJ_DVM_CONE	프로젝트개발내용		Y		VARCHAR2	300	
TPRMPP_BPLANL	프로젝트관리_정보기술부문계획기본변경로그	IT_BG_CONE	IT예산내용		Y		VARCHAR2	4000	
TPRMPP_BPLANL	프로젝트관리_정보기술부문계획기본변경로그	IT_PRJ_RMK	IT프로젝트비고		Y		VARCHAR2	600	
TPRMPP_BPLANL	프로젝트관리_정보기술부문계획기본변경로그	CPIT_BG_RMK	자본예산비고		Y		VARCHAR2	600	
TPRMPP_BPLANL	프로젝트관리_정보기술부문계획기본변경로그	MNGC_BG_RMK	관리비예산비고		Y		VARCHAR2	600	
TPRMPP_BPLANL	프로젝트관리_정보기술부문계획기본변경로그	CHG_DTT_YN	변경구분여부		N		VARCHAR2	1	
TPRMPP_BPLANL	프로젝트관리_정보기술부문계획기본변경로그	CHG_DTM	변경일시		N		DATE		
TPRMPP_BPLANL	프로젝트관리_정보기술부문계획기본변경로그	CHG_USID	변경사용자ID		Y		VARCHAR2	14	
TPRMPP_BPLANL	프로젝트관리_정보기술부문계획기본변경로그	FST_ENR_USID	최초등록사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BPLANL	프로젝트관리_정보기술부문계획기본변경로그	FST_ENR_DTM	최초등록일시		N	sysdate	DATE		
TPRMPP_BPLANL	프로젝트관리_정보기술부문계획기본변경로그	DEL_YN	삭제여부		N	'N'	VARCHAR2	1	
