테이블명	테이블한글명	컬럼명	컬럼한글명	"PK여부"	"NULL여부"	Default Value	타입	길이	"소수점"
TPRMPP_BCHKLM	프로젝트관리_협의회타당성자체점검기본	QUEL_RCRD	문항점수		Y		NUMBER	5	
TPRMPP_BCHKLM	프로젝트관리_협의회타당성자체점검기본	CKG_OPNN_CONE	점검의견내용		Y		VARCHAR2	1000	
TPRMPP_BCHKLM	프로젝트관리_협의회타당성자체점검기본	FST_ENR_USID	최초등록사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BCHKLM	프로젝트관리_협의회타당성자체점검기본	FST_ENR_DTM	최초등록일시		N	sysdate	DATE		
TPRMPP_BCHKLM	프로젝트관리_협의회타당성자체점검기본	DEL_YN	삭제여부		N	'N'	VARCHAR2	1	
TPRMPP_BCHKLM	프로젝트관리_협의회타당성자체점검기본	GUID	GUID		N	'00000000000000000000000000000000000000'	VARCHAR2	38	
TPRMPP_BCHKLM	프로젝트관리_협의회타당성자체점검기본	GUID_PRG_SNO	GUID진행일련번호		N	0	NUMBER	4	
TPRMPP_BCHKLM	프로젝트관리_협의회타당성자체점검기본	LST_CHG_USID	최종변경사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BCHKLM	프로젝트관리_협의회타당성자체점검기본	LST_CHG_DTM	최종변경일시		N	sysdate	DATE		
TPRMPP_BPERFM	프로젝트관리_협의회성과관리기본	IT_PTL_ASCT_ID	IT포탈협의회ID	Y	N		VARCHAR2	32	
TPRMPP_BPERFM	프로젝트관리_협의회성과관리기본	EVL_DTP_SNO	평가지표일련번호	Y	N		NUMBER	9	
TPRMPP_BPERFM	프로젝트관리_협의회성과관리기본	EVL_DTP_NM	평가지표명		Y		VARCHAR2	100	
TPRMPP_BPERFM	프로젝트관리_협의회성과관리기본	EVL_DTP_DFNT_CONE	평가지표정의내용		Y		VARCHAR2	4000	
TPRMPP_BPERFM	프로젝트관리_협의회성과관리기본	EVL_DTP_CLF_CONE	평가지표계산식내용		Y		VARCHAR2	4000	
TPRMPP_BPERFM	프로젝트관리_협의회성과관리기본	EVL_DTP_MSM_PTM_CONE	평가지표측정시점내용		Y		VARCHAR2	300	
TPRMPP_BPERFM	프로젝트관리_협의회성과관리기본	EVL_DTP_MSM_CLE_CONE	평가지표측정주기내용		Y		VARCHAR2	300	
TPRMPP_BPERFM	프로젝트관리_협의회성과관리기본	FST_ENR_USID	최초등록사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BPERFM	프로젝트관리_협의회성과관리기본	FST_ENR_DTM	최초등록일시		N	sysdate	DATE		
TPRMPP_BPERFM	프로젝트관리_협의회성과관리기본	DEL_YN	삭제여부		N	'N'	VARCHAR2	1	
TPRMPP_BPERFM	프로젝트관리_협의회성과관리기본	GUID	GUID		N	'00000000000000000000000000000000000000'	VARCHAR2	38	
TPRMPP_BPERFM	프로젝트관리_협의회성과관리기본	GUID_PRG_SNO	GUID진행일련번호		N	0	NUMBER	4	
TPRMPP_BPERFM	프로젝트관리_협의회성과관리기본	LST_CHG_USID	최종변경사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BPERFM	프로젝트관리_협의회성과관리기본	LST_CHG_DTM	최종변경일시		N	sysdate	DATE		
TPRMPP_BRSLTM	프로젝트관리_협의회결과서기본	IT_PTL_ASCT_ID	IT포탈협의회ID	Y	N		VARCHAR2	32	
TPRMPP_BRSLTM	프로젝트관리_협의회결과서기본	CKG_OPNN_CONE	점검의견내용		Y		VARCHAR2	1000	
TPRMPP_BRSLTM	프로젝트관리_협의회결과서기본	SYN_OPNN_CONE	종합의견내용		Y		VARCHAR2	6000	
TPRMPP_BRSLTM	프로젝트관리_협의회결과서기본	FL_MPN_ID	파일매핑ID		Y		VARCHAR2	36	
TPRMPP_BRSLTM	프로젝트관리_협의회결과서기본	FST_ENR_USID	최초등록사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BRSLTM	프로젝트관리_협의회결과서기본	FST_ENR_DTM	최초등록일시		N	sysdate	DATE		
TPRMPP_BRSLTM	프로젝트관리_협의회결과서기본	DEL_YN	삭제여부		N	'N'	VARCHAR2	1	
TPRMPP_BRSLTM	프로젝트관리_협의회결과서기본	GUID	GUID		N	'00000000000000000000000000000000000000'	VARCHAR2	38	
TPRMPP_BRSLTM	프로젝트관리_협의회결과서기본	GUID_PRG_SNO	GUID진행일련번호		N	0	NUMBER	4	
TPRMPP_BRSLTM	프로젝트관리_협의회결과서기본	LST_CHG_USID	최종변경사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BRSLTM	프로젝트관리_협의회결과서기본	LST_CHG_DTM	최종변경일시		N	sysdate	DATE		
TPRMPP_BCMMTM	프로젝트관리_협의회평가위원기본	IT_PTL_ASCT_ID	IT포탈협의회ID	Y	N		VARCHAR2	32	
TPRMPP_BCMMTM	프로젝트관리_협의회평가위원기본	IT_PTL_ASCT_MEB_TC	IT포탈협의회구성원구분코드	Y	N		VARCHAR2	2	
TPRMPP_BCMMTM	프로젝트관리_협의회평가위원기본	ENO	사원번호	Y	N		VARCHAR2	32	
TPRMPP_BCMMTM	프로젝트관리_협의회평가위원기본	CNFM_YN	확인여부		Y	'N'	VARCHAR2	1	
TPRMPP_BCMMTM	프로젝트관리_협의회평가위원기본	CSF_HP_YN	대면희망여부		Y		VARCHAR2	1	
TPRMPP_BCMMTM	프로젝트관리_협의회평가위원기본	FST_ENR_USID	최초등록사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BCMMTM	프로젝트관리_협의회평가위원기본	FST_ENR_DTM	최초등록일시		N	sysdate	DATE		
TPRMPP_BCMMTM	프로젝트관리_협의회평가위원기본	DEL_YN	삭제여부		N	'N'	VARCHAR2	1	
TPRMPP_BCMMTM	프로젝트관리_협의회평가위원기본	GUID	GUID		N	'00000000000000000000000000000000000000'	VARCHAR2	38	
TPRMPP_BCMMTM	프로젝트관리_협의회평가위원기본	GUID_PRG_SNO	GUID진행일련번호		N	0	NUMBER	4	
TPRMPP_BCMMTM	프로젝트관리_협의회평가위원기본	LST_CHG_USID	최종변경사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BCMMTM	프로젝트관리_협의회평가위원기본	LST_CHG_DTM	최종변경일시		N	sysdate	DATE		
TPRMPP_BPOVWM	프로젝트관리_협의회사업개요기본	IT_PTL_ASCT_ID	IT포탈협의회ID	Y	N		VARCHAR2	32	
TPRMPP_BPOVWM	프로젝트관리_협의회사업개요기본	ABUS_NM	사업명		Y		VARCHAR2	100	
TPRMPP_BPOVWM	프로젝트관리_협의회사업개요기본	ABUS_TRM_CONE	사업기간내용		Y		VARCHAR2	300	
TPRMPP_BPOVWM	프로젝트관리_협의회사업개요기본	ABUS_CONE	사업내용		Y		VARCHAR2	1000	
TPRMPP_BPOVWM	프로젝트관리_협의회사업개요기본	ABUS_NCS_CONE	사업필요성내용		Y		VARCHAR2	300	
TPRMPP_BPOVWM	프로젝트관리_협의회사업개요기본	DGOG_PPO_CONE	효과성목적내용		Y		VARCHAR2	4000	
TPRMPP_BPOVWM	프로젝트관리_협의회사업개요기본	RQM_BG_AMT	소요예산금액		Y		NUMBER	18	
TPRMPP_BPOVWM	프로젝트관리_협의회사업개요기본	IT_PTL_EDRT_TC	IT포탈전결권구분코드		Y		VARCHAR2	2	
TPRMPP_BPOVWM	프로젝트관리_협의회사업개요기본	LW_RGL_YN	법률규제여부		Y		VARCHAR2	1	
TPRMPP_BPOVWM	프로젝트관리_협의회사업개요기본	LW_FDTN	법률근거		Y		VARCHAR2	300	
TPRMPP_BPOVWM	프로젝트관리_협의회사업개요기본	FL_MPN_ID	파일매핑ID		Y		VARCHAR2	36	
TPRMPP_BPOVWM	프로젝트관리_협의회사업개요기본	KPN_TP_TC	저장유형구분코드		N		VARCHAR2	2	
TPRMPP_BPOVWM	프로젝트관리_협의회사업개요기본	FST_ENR_USID	최초등록사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BPOVWM	프로젝트관리_협의회사업개요기본	FST_ENR_DTM	최초등록일시		N	sysdate	DATE		
TPRMPP_BPOVWM	프로젝트관리_협의회사업개요기본	DEL_YN	삭제여부		N	'N'	VARCHAR2	1	
TPRMPP_BPOVWM	프로젝트관리_협의회사업개요기본	GUID	GUID		N	'00000000000000000000000000000000000000'	VARCHAR2	38	
TPRMPP_BPOVWM	프로젝트관리_협의회사업개요기본	GUID_PRG_SNO	GUID진행일련번호		N	0	NUMBER	4	
TPRMPP_BPOVWM	프로젝트관리_협의회사업개요기본	LST_CHG_USID	최종변경사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BPOVWM	프로젝트관리_협의회사업개요기본	LST_CHG_DTM	최종변경일시		N	sysdate	DATE		
TPRMPP_BSCHDM	프로젝트관리_협의회일정기본	IT_PTL_ASCT_ID	IT포탈협의회ID	Y	N		VARCHAR2	32	
TPRMPP_BSCHDM	프로젝트관리_협의회일정기본	CNRC_DT	회의일자	Y	N		VARCHAR2	8	
TPRMPP_BSCHDM	프로젝트관리_협의회일정기본	CNRC_STT_TM	회의시작시각	Y	N		VARCHAR2	6	
TPRMPP_BSCHDM	프로젝트관리_협의회일정기본	ENO	사원번호	Y	N		VARCHAR2	32	
TPRMPP_BSCHDM	프로젝트관리_협의회일정기본	USE_PSB_YN	사용가능여부		Y		VARCHAR2	1	
TPRMPP_BSCHDM	프로젝트관리_협의회일정기본	FST_ENR_USID	최초등록사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BSCHDM	프로젝트관리_협의회일정기본	FST_ENR_DTM	최초등록일시		N	sysdate	DATE		
TPRMPP_BSCHDM	프로젝트관리_협의회일정기본	DEL_YN	삭제여부		N	'N'	VARCHAR2	1	
TPRMPP_BSCHDM	프로젝트관리_협의회일정기본	GUID	GUID		N	'00000000000000000000000000000000000000'	VARCHAR2	38	
TPRMPP_BSCHDM	프로젝트관리_협의회일정기본	GUID_PRG_SNO	GUID진행일련번호		N	0	NUMBER	4	
TPRMPP_BSCHDM	프로젝트관리_협의회일정기본	LST_CHG_USID	최종변경사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BSCHDM	프로젝트관리_협의회일정기본	LST_CHG_DTM	최종변경일시		N	sysdate	DATE		
TPRMPP_BASCTL	프로젝트관리_협의회협의회기본변경로그	LOG_HIS_TGR_SNO	로그이력전문일련번호	Y	N		NUMBER	18	
TPRMPP_BASCTL	프로젝트관리_협의회협의회기본변경로그	IT_PTL_ASCT_ID	IT포탈협의회ID		N		VARCHAR2	32	
TPRMPP_BASCTL	프로젝트관리_협의회협의회기본변경로그	IT_PTL_ASCT_PRG_STS_TC	IT포탈협의회진행상태구분코드		Y		VARCHAR2	2	
TPRMPP_BASCTL	프로젝트관리_협의회협의회기본변경로그	ABUS_MNG_NO	사업관리번호		Y		VARCHAR2	30	
TPRMPP_BASCTL	프로젝트관리_협의회협의회기본변경로그	SNO	일련번호		Y		NUMBER	9	
TPRMPP_BASCTL	프로젝트관리_협의회협의회기본변경로그	IT_PTL_ASCT_DBR_TC	IT포탈협의회심의구분코드		Y		VARCHAR2	2	
TPRMPP_BASCTL	프로젝트관리_협의회협의회기본변경로그	CSF_HELD_YN	대면개최여부		Y		VARCHAR2	1	
TPRMPP_BASCTL	프로젝트관리_협의회협의회기본변경로그	CNRC_DT	회의일자		Y		VARCHAR2	8	
TPRMPP_BASCTL	프로젝트관리_협의회협의회기본변경로그	CNRC_PLC_NM	회의장소명		Y		VARCHAR2	100	
TPRMPP_BASCTL	프로젝트관리_협의회협의회기본변경로그	CNRC_STT_TM	회의시작시각		Y		VARCHAR2	6	
TPRMPP_BASCTL	프로젝트관리_협의회협의회기본변경로그	PRTY_IVG_OMT_YN	타당성검토생략여부		Y		VARCHAR2	1	
TPRMPP_BASCTL	프로젝트관리_협의회협의회기본변경로그	PRTY_IVG_OMT_RSN	타당성검토생략사유		Y		VARCHAR2	200	
TPRMPP_BASCTL	프로젝트관리_협의회협의회기본변경로그	CHG_DTT_YN	변경구분여부		N		VARCHAR2	1	
TPRMPP_BASCTL	프로젝트관리_협의회협의회기본변경로그	CHG_DTM	변경일시		N		DATE		
TPRMPP_BASCTL	프로젝트관리_협의회협의회기본변경로그	CHG_USID	변경사용자ID		Y		VARCHAR2	14	
TPRMPP_BASCTL	프로젝트관리_협의회협의회기본변경로그	FST_ENR_USID	최초등록사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BASCTL	프로젝트관리_협의회협의회기본변경로그	FST_ENR_DTM	최초등록일시		N	sysdate	DATE		
TPRMPP_BASCTL	프로젝트관리_협의회협의회기본변경로그	DEL_YN	삭제여부		N	'N'	VARCHAR2	1	
TPRMPP_BASCTL	프로젝트관리_협의회협의회기본변경로그	GUID	GUID		N	'00000000000000000000000000000000000000'	VARCHAR2	38	
TPRMPP_BASCTL	프로젝트관리_협의회협의회기본변경로그	GUID_PRG_SNO	GUID진행일련번호		N	0	NUMBER	4	
TPRMPP_BASCTL	프로젝트관리_협의회협의회기본변경로그	LST_CHG_USID	최종변경사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BASCTL	프로젝트관리_협의회협의회기본변경로그	LST_CHG_DTM	최종변경일시		N	sysdate	DATE		
TPRMPP_BPOVWL	프로젝트관리_협의회사업개요기본변경로그	LOG_HIS_TGR_SNO	로그이력전문일련번호	Y	N		NUMBER	18	
TPRMPP_BPOVWL	프로젝트관리_협의회사업개요기본변경로그	IT_PTL_ASCT_ID	IT포탈협의회ID		N		VARCHAR2	32	
TPRMPP_BPOVWL	프로젝트관리_협의회사업개요기본변경로그	ABUS_NM	사업명		Y		VARCHAR2	100	
TPRMPP_BPOVWL	프로젝트관리_협의회사업개요기본변경로그	ABUS_TRM_CONE	사업기간내용		Y		VARCHAR2	300	
TPRMPP_BPOVWL	프로젝트관리_협의회사업개요기본변경로그	ABUS_CONE	사업내용		Y		VARCHAR2	1000	
TPRMPP_BPOVWL	프로젝트관리_협의회사업개요기본변경로그	ABUS_NCS_CONE	사업필요성내용		Y		VARCHAR2	300	
TPRMPP_BPOVWL	프로젝트관리_협의회사업개요기본변경로그	DGOG_PPO_CONE	효과성목적내용		Y		VARCHAR2	4000	
TPRMPP_BPOVWL	프로젝트관리_협의회사업개요기본변경로그	RQM_BG_AMT	소요예산금액		Y		NUMBER	18	
TPRMPP_BPOVWL	프로젝트관리_협의회사업개요기본변경로그	IT_PTL_EDRT_TC	IT포탈전결권구분코드		Y		VARCHAR2	2	
TPRMPP_BPOVWL	프로젝트관리_협의회사업개요기본변경로그	LW_RGL_YN	법률규제여부		Y		VARCHAR2	1	
TPRMPP_BPOVWL	프로젝트관리_협의회사업개요기본변경로그	LW_FDTN	법률근거		Y		VARCHAR2	300	
TPRMPP_BPOVWL	프로젝트관리_협의회사업개요기본변경로그	FL_MPN_ID	파일매핑ID		Y		VARCHAR2	36	
TPRMPP_BPOVWL	프로젝트관리_협의회사업개요기본변경로그	KPN_TP_TC	저장유형구분코드		N		VARCHAR2	2	
TPRMPP_BPOVWL	프로젝트관리_협의회사업개요기본변경로그	CHG_DTT_YN	변경구분여부		N		VARCHAR2	1	
TPRMPP_BPOVWL	프로젝트관리_협의회사업개요기본변경로그	CHG_DTM	변경일시		N		DATE		
TPRMPP_BPOVWL	프로젝트관리_협의회사업개요기본변경로그	CHG_USID	변경사용자ID		Y		VARCHAR2	14	
TPRMPP_BPOVWL	프로젝트관리_협의회사업개요기본변경로그	FST_ENR_USID	최초등록사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BPOVWL	프로젝트관리_협의회사업개요기본변경로그	FST_ENR_DTM	최초등록일시		N	sysdate	DATE		
TPRMPP_BPOVWL	프로젝트관리_협의회사업개요기본변경로그	DEL_YN	삭제여부		N	'N'	VARCHAR2	1	
TPRMPP_BPOVWL	프로젝트관리_협의회사업개요기본변경로그	GUID	GUID		N	'00000000000000000000000000000000000000'	VARCHAR2	38	
TPRMPP_BPOVWL	프로젝트관리_협의회사업개요기본변경로그	GUID_PRG_SNO	GUID진행일련번호		N	0	NUMBER	4	
TPRMPP_BPOVWL	프로젝트관리_협의회사업개요기본변경로그	LST_CHG_USID	최종변경사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BPOVWL	프로젝트관리_협의회사업개요기본변경로그	LST_CHG_DTM	최종변경일시		N	sysdate	DATE		
TPRMPP_BCHKLL	프로젝트관리_협의회타당성자체점검기본변경로그	LOG_HIS_TGR_SNO	로그이력전문일련번호	Y	N		NUMBER	18	
TPRMPP_BCHKLL	프로젝트관리_협의회타당성자체점검기본변경로그	IT_PTL_ASCT_ID	IT포탈협의회ID		N		VARCHAR2	32	
TPRMPP_BCHKLL	프로젝트관리_협의회타당성자체점검기본변경로그	IT_PTL_CKG_ITM_TC	IT포탈점검항목구분코드		N		VARCHAR2	2	
TPRMPP_BCHKLL	프로젝트관리_협의회타당성자체점검기본변경로그	QUEL_RCRD	문항점수		Y		NUMBER	5	
TPRMPP_BCHKLL	프로젝트관리_협의회타당성자체점검기본변경로그	CKG_OPNN_CONE	점검의견내용		Y		VARCHAR2	1000	
TPRMPP_BCHKLL	프로젝트관리_협의회타당성자체점검기본변경로그	CHG_DTT_YN	변경구분여부		N		VARCHAR2	1	
TPRMPP_BCHKLL	프로젝트관리_협의회타당성자체점검기본변경로그	CHG_DTM	변경일시		N		DATE		
TPRMPP_BCHKLL	프로젝트관리_협의회타당성자체점검기본변경로그	CHG_USID	변경사용자ID		Y		VARCHAR2	14	
TPRMPP_BCHKLL	프로젝트관리_협의회타당성자체점검기본변경로그	FST_ENR_USID	최초등록사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BCHKLL	프로젝트관리_협의회타당성자체점검기본변경로그	FST_ENR_DTM	최초등록일시		N	sysdate	DATE		
TPRMPP_BCHKLL	프로젝트관리_협의회타당성자체점검기본변경로그	DEL_YN	삭제여부		N	'N'	VARCHAR2	1	
TPRMPP_BCHKLL	프로젝트관리_협의회타당성자체점검기본변경로그	GUID	GUID		N	'00000000000000000000000000000000000000'	VARCHAR2	38	
TPRMPP_BCHKLL	프로젝트관리_협의회타당성자체점검기본변경로그	GUID_PRG_SNO	GUID진행일련번호		N	0	NUMBER	4	
TPRMPP_BCHKLL	프로젝트관리_협의회타당성자체점검기본변경로그	LST_CHG_USID	최종변경사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BCHKLL	프로젝트관리_협의회타당성자체점검기본변경로그	LST_CHG_DTM	최종변경일시		N	sysdate	DATE		
TPRMPP_BPERFL	프로젝트관리_협의회성과관리기본변경로그	LOG_HIS_TGR_SNO	로그이력전문일련번호	Y	N		NUMBER	18	
TPRMPP_BPERFL	프로젝트관리_협의회성과관리기본변경로그	IT_PTL_ASCT_ID	IT포탈협의회ID		N		VARCHAR2	32	
TPRMPP_BPERFL	프로젝트관리_협의회성과관리기본변경로그	EVL_DTP_SNO	평가지표일련번호		N		NUMBER	9	
TPRMPP_BPERFL	프로젝트관리_협의회성과관리기본변경로그	EVL_DTP_NM	평가지표명		Y		VARCHAR2	100	
TPRMPP_BPERFL	프로젝트관리_협의회성과관리기본변경로그	EVL_DTP_DFNT_CONE	평가지표정의내용		Y		VARCHAR2	4000	
TPRMPP_BPERFL	프로젝트관리_협의회성과관리기본변경로그	EVL_DTP_CLF_CONE	평가지표계산식내용		Y		VARCHAR2	4000	
TPRMPP_BPERFL	프로젝트관리_협의회성과관리기본변경로그	EVL_DTP_MSM_PTM_CONE	평가지표측정시점내용		Y		VARCHAR2	300	
TPRMPP_BPERFL	프로젝트관리_협의회성과관리기본변경로그	EVL_DTP_MSM_CLE_CONE	평가지표측정주기내용		Y		VARCHAR2	300	
TPRMPP_BPERFL	프로젝트관리_협의회성과관리기본변경로그	CHG_DTT_YN	변경구분여부		N		VARCHAR2	1	
TPRMPP_BPERFL	프로젝트관리_협의회성과관리기본변경로그	CHG_DTM	변경일시		N		DATE		
TPRMPP_BPERFL	프로젝트관리_협의회성과관리기본변경로그	CHG_USID	변경사용자ID		Y		VARCHAR2	14	
TPRMPP_BPERFL	프로젝트관리_협의회성과관리기본변경로그	FST_ENR_USID	최초등록사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BPERFL	프로젝트관리_협의회성과관리기본변경로그	FST_ENR_DTM	최초등록일시		N	sysdate	DATE		
TPRMPP_BPERFL	프로젝트관리_협의회성과관리기본변경로그	DEL_YN	삭제여부		N	'N'	VARCHAR2	1	
TPRMPP_BPERFL	프로젝트관리_협의회성과관리기본변경로그	GUID	GUID		N	'00000000000000000000000000000000000000'	VARCHAR2	38	
TPRMPP_BPERFL	프로젝트관리_협의회성과관리기본변경로그	GUID_PRG_SNO	GUID진행일련번호		N	0	NUMBER	4	
TPRMPP_BPERFL	프로젝트관리_협의회성과관리기본변경로그	LST_CHG_USID	최종변경사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BPERFL	프로젝트관리_협의회성과관리기본변경로그	LST_CHG_DTM	최종변경일시		N	sysdate	DATE		
TPRMPP_BPQNAL	프로젝트관리_협의회사전질의응답기본변경로그	LOG_HIS_TGR_SNO	로그이력전문일련번호	Y	N		NUMBER	18	
TPRMPP_BPQNAL	프로젝트관리_협의회사전질의응답기본변경로그	IT_PTL_ASCT_ID	IT포탈협의회ID		N		VARCHAR2	32	
TPRMPP_BPQNAL	프로젝트관리_협의회사전질의응답기본변경로그	QTN_ID	질의ID		N		VARCHAR2	36	
TPRMPP_BPQNAL	프로젝트관리_협의회사전질의응답기본변경로그	QTN_CONE	질의내용		Y		VARCHAR2	4000	
TPRMPP_BPQNAL	프로젝트관리_협의회사전질의응답기본변경로그	QTN_DWU_USID	질의작성사용자ID		Y		VARCHAR2	14	
TPRMPP_BPQNAL	프로젝트관리_협의회사전질의응답기본변경로그	REP_CONE	답변내용		Y		VARCHAR2	2000	
TPRMPP_BPQNAL	프로젝트관리_협의회사전질의응답기본변경로그	REP_DWU_USID	답변작성사용자ID		Y		VARCHAR2	14	
TPRMPP_BPQNAL	프로젝트관리_협의회사전질의응답기본변경로그	QTN_RPD_RLT_YN	질의응답결과여부		Y		VARCHAR2	1	
TPRMPP_BPQNAL	프로젝트관리_협의회사전질의응답기본변경로그	CHG_DTT_YN	변경구분여부		N		VARCHAR2	1	
TPRMPP_BPQNAL	프로젝트관리_협의회사전질의응답기본변경로그	CHG_DTM	변경일시		N		DATE		
TPRMPP_BPQNAL	프로젝트관리_협의회사전질의응답기본변경로그	CHG_USID	변경사용자ID		Y		VARCHAR2	14	
TPRMPP_BPQNAL	프로젝트관리_협의회사전질의응답기본변경로그	FST_ENR_USID	최초등록사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BPQNAL	프로젝트관리_협의회사전질의응답기본변경로그	FST_ENR_DTM	최초등록일시		N	sysdate	DATE		
TPRMPP_BPQNAL	프로젝트관리_협의회사전질의응답기본변경로그	DEL_YN	삭제여부		N	'N'	VARCHAR2	1	
TPRMPP_BPQNAL	프로젝트관리_협의회사전질의응답기본변경로그	GUID	GUID		N	'00000000000000000000000000000000000000'	VARCHAR2	38	
TPRMPP_BPQNAL	프로젝트관리_협의회사전질의응답기본변경로그	GUID_PRG_SNO	GUID진행일련번호		N	0	NUMBER	4	
TPRMPP_BPQNAL	프로젝트관리_협의회사전질의응답기본변경로그	LST_CHG_USID	최종변경사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BPQNAL	프로젝트관리_협의회사전질의응답기본변경로그	LST_CHG_DTM	최종변경일시		N	sysdate	DATE		
TPRMPP_BMQNAL	프로젝트관리_협의회본회의질의응답기본변경로그	LOG_HIS_TGR_SNO	로그이력전문일련번호	Y	N		NUMBER	18	
TPRMPP_BMQNAL	프로젝트관리_협의회본회의질의응답기본변경로그	IT_PTL_ASCT_ID	IT포탈협의회ID		N		VARCHAR2	32	
TPRMPP_BMQNAL	프로젝트관리_협의회본회의질의응답기본변경로그	QTN_ID	질의ID		N		VARCHAR2	36	
TPRMPP_BMQNAL	프로젝트관리_협의회본회의질의응답기본변경로그	QTN_CONE	질의내용		Y		VARCHAR2	4000	
TPRMPP_BMQNAL	프로젝트관리_협의회본회의질의응답기본변경로그	QTN_DWU_USID	질의작성사용자ID		Y		VARCHAR2	14	
TPRMPP_BMQNAL	프로젝트관리_협의회본회의질의응답기본변경로그	REP_CONE	답변내용		Y		VARCHAR2	2000	
TPRMPP_BMQNAL	프로젝트관리_협의회본회의질의응답기본변경로그	REP_DWU_USID	답변작성사용자ID		Y		VARCHAR2	14	
TPRMPP_BMQNAL	프로젝트관리_협의회본회의질의응답기본변경로그	QTN_RPD_RLT_YN	질의응답결과여부		Y		VARCHAR2	1	
TPRMPP_BMQNAL	프로젝트관리_협의회본회의질의응답기본변경로그	CHG_DTT_YN	변경구분여부		N		VARCHAR2	1	
TPRMPP_BMQNAL	프로젝트관리_협의회본회의질의응답기본변경로그	CHG_DTM	변경일시		N		DATE		
TPRMPP_BMQNAL	프로젝트관리_협의회본회의질의응답기본변경로그	CHG_USID	변경사용자ID		Y		VARCHAR2	14	
TPRMPP_BMQNAL	프로젝트관리_협의회본회의질의응답기본변경로그	FST_ENR_USID	최초등록사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BMQNAL	프로젝트관리_협의회본회의질의응답기본변경로그	FST_ENR_DTM	최초등록일시		N	sysdate	DATE		
TPRMPP_BMQNAL	프로젝트관리_협의회본회의질의응답기본변경로그	DEL_YN	삭제여부		N	'N'	VARCHAR2	1	
TPRMPP_BMQNAL	프로젝트관리_협의회본회의질의응답기본변경로그	GUID	GUID		N	'00000000000000000000000000000000000000'	VARCHAR2	38	
TPRMPP_BMQNAL	프로젝트관리_협의회본회의질의응답기본변경로그	GUID_PRG_SNO	GUID진행일련번호		N	0	NUMBER	4	
TPRMPP_BMQNAL	프로젝트관리_협의회본회의질의응답기본변경로그	LST_CHG_USID	최종변경사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BMQNAL	프로젝트관리_협의회본회의질의응답기본변경로그	LST_CHG_DTM	최종변경일시		N	sysdate	DATE		
TPRMPP_BCMMTL	프로젝트관리_협의회평가위원기본변경로그	LOG_HIS_TGR_SNO	로그이력전문일련번호	Y	N		NUMBER	18	
TPRMPP_BCMMTL	프로젝트관리_협의회평가위원기본변경로그	ENO	사원번호		N		VARCHAR2	32	
TPRMPP_BCMMTL	프로젝트관리_협의회평가위원기본변경로그	IT_PTL_ASCT_MEB_TC	IT포탈협의회구성원구분코드		N		VARCHAR2	2	
TPRMPP_BCMMTL	프로젝트관리_협의회평가위원기본변경로그	IT_PTL_ASCT_ID	IT포탈협의회ID		N		VARCHAR2	32	
TPRMPP_BCMMTL	프로젝트관리_협의회평가위원기본변경로그	CNFM_YN	확인여부		Y	'N'	VARCHAR2	1	
TPRMPP_BCMMTL	프로젝트관리_협의회평가위원기본변경로그	CSF_HP_YN	대면희망여부		Y		VARCHAR2	1	
TPRMPP_BCMMTL	프로젝트관리_협의회평가위원기본변경로그	CHG_DTT_YN	변경구분여부		N		VARCHAR2	1	
TPRMPP_BCMMTL	프로젝트관리_협의회평가위원기본변경로그	CHG_DTM	변경일시		N		DATE		
TPRMPP_BCMMTL	프로젝트관리_협의회평가위원기본변경로그	CHG_USID	변경사용자ID		Y		VARCHAR2	14	
TPRMPP_BCMMTL	프로젝트관리_협의회평가위원기본변경로그	FST_ENR_USID	최초등록사용자ID		N	'00000000000000'	VARCHAR2	14	
TPRMPP_BCMMTL	프로젝트관리_협의회평가위원기본변경로그	FST_ENR_DTM	최초등록일시		N	sysdate	DATE		
