No.,표준용어논리명,표준용어물리명,데이터타입,데이터길이,데이터소수점길이,도메인그룹
68285,최초거래시각,FST_TR_TM,VARCHAR2,6,,날짜
68286,최초거래일자,FST_TR_DT,VARCHAR2,8,,날짜
68287,최초결산금액,FST_SOA_AMT,NUMBER,18,3,금액
68288,최초결산기준일자,FST_SOA_BSE_DT,VARCHAR2,8,,날짜
68289,최초결산여부,FST_SOA_YN,VARCHAR2,1,,여부
68290,최초경매가격,FST_AUC_PR,NUMBER,18,3,금액
68291,최초경매가격통화코드,FST_AUC_PR_CUR_C,VARCHAR2,3,,코드
68292,최초계약서류제공방법구분코드,FST_CTT_PES_OFR_MANR_TC,VARCHAR2,2,,코드
68293,최초계약시작일자,FST_CTT_STT_DT,VARCHAR2,8,,날짜
68294,최초계좌발생사유코드,FST_ACT_OCC_RSN_C,VARCHAR2,2,,코드
68295,최초계좌번호,FST_ACT_NO,VARCHAR2,20,,번호
68296,최초계획등록일자,FST_PLN_ENR_DT,VARCHAR2,8,,날짜
68297,최초고시시각,FST_BTN_TM,VARCHAR2,6,,날짜
68298,최초고시환율,FST_BTN_XCR,NUMBER,9,4,율/비율
68299,최초관리부점코드,FST_MNG_BBR_C,VARCHAR2,3,,코드
68300,최초관찰시점평가모형그룹코드,FST_OSV_PTM_EVL_MDEL_GRP_C,VARCHAR2,2,,코드
68301,최초구간금리재설정여부,FST_SCTN_IRT_RE_SUP_YN,VARCHAR2,1,,여부
68302,최초구간수기재설정기준금리,FST_SCTN_HWT_RE_SUP_BSE_IRT,NUMBER,8,5,율/비율
68303,최초구간포함여부,FST_SCTN_ICD_YN,VARCHAR2,1,,여부
68304,최초글로벌트레이딩뮤렉스거래번호,FST_GBL_TDI_MRX_TRNO,VARCHAR2,30,,번호
68305,최초금리적용일자,FST_IRT_ALY_DT,VARCHAR2,8,,날짜
68306,최초기산수수료,FST_RKF_FEE,NUMBER,18,3,금액
68307,최초기산원금,FST_RKF_PRA,NUMBER,18,3,금액
68308,최초기산이자,FST_RKF_INT,NUMBER,18,3,금액
68309,최초기업외여신융자상담번호,FST_EPRX_LN_FN_CUN_NO,VARCHAR2,13,,번호
68310,최초기업외융자상담번호,FST_EPRX_FN_CUN_NO,VARCHAR2,15,,번호
68311,최초기존압류금액,FST_PRX_SZR_AMT,NUMBER,18,3,금액
68312,최초기준가,FST_BSE_PR,NUMBER,18,3,금액
68313,최초기준환율,FST_BSE_XCR,NUMBER,9,4,율/비율
68314,최초기준환율표시방법내용,FST_BSE_XCR_IDC_MANR_CONE,VARCHAR2,100,,내용
68315,최초기표금액,FST_BLT_AMT,NUMBER,18,3,금액
68316,최초기표여부,FST_BLT_YN,VARCHAR2,1,,여부
68317,최초기표일자,FST_BLT_DT,VARCHAR2,8,,날짜
68318,최초납입기일생성여부,FST_PAIN_FDT_GNT_YN,VARCHAR2,1,,여부
68319,최초담보감정금액,FST_MGE_APSL_AMT,NUMBER,18,3,금액
68320,최초당좌예금거래일자,FST_CRA_TR_DT,VARCHAR2,8,,날짜
68321,최초대손충당금금액,FST_ABDA_AMT,NUMBER,18,3,금액
68322,최초대손충당금원화환산금액,FST_ABDA_WONC_AMT,NUMBER,18,3,금액
68323,최초대손충당금적립률,FST_ABDA_RSV_RT,NUMBER,8,5,율/비율
68324,최초대여금액,FST_LENG_AMT,NUMBER,18,3,금액
68325,최초대출개설경과기간내용,FST_LD_OPN_PSG_TRM_CONE,VARCHAR2,20,,내용
68326,최초대출개설경과기간일수내용,FST_LD_OPN_PSG_TRM_DDS_CONE,VARCHAR2,20,,내용
68327,최초대출개설일자내용,FST_LD_OPN_DT_CONE,VARCHAR2,20,,내용
68328,최초대출금액,FST_LD_AMT,NUMBER,18,3,금액
68329,최초대출기한일자,FST_LD_TLM_DT,VARCHAR2,8,,날짜
68330,최초대출일자,FST_LD_DT,VARCHAR2,8,,날짜
68331,최초대출취급금액,FST_LD_TRT_AMT,NUMBER,18,,금액
68332,최초도래만기일자,FST_ADV_XRT_DT,VARCHAR2,8,,날짜
68333,최초등록부점명,FST_ENR_BBR_NM,VARCHAR2,100,,명칭
68334,최초등록부점코드,FST_ENR_BBR_C,VARCHAR2,3,,코드
68335,최초등록사용자ID,FST_ENR_USID,VARCHAR2,14,,ID
68336,최초등록순자산금액,FST_ENR_NET_AST_AMT,NUMBER,18,,금액
68337,최초등록시각,FST_ENR_TM,VARCHAR2,6,,날짜
68338,최초등록시간값,FST_ENR_HUR_VL,NUMBER,10,,수
68339,최초등록일시,FST_ENR_DTM,DATE,,,날짜
68340,최초등록일자,FST_ENR_DT,VARCHAR2,8,,날짜
68341,최초등록자IP,FST_RGPR_IP,VARCHAR2,20,,내용
68342,최초등록자명,FST_RGPR_NM,VARCHAR2,100,,명칭
68343,최초등록타임스탬프,FST_ENR_TS,TIMESTAMP,,,날짜
68344,최초만기일자,FST_XRT_DT,VARCHAR2,8,,날짜
68345,최초매도고시환율,FST_SLL_BTN_XCR,NUMBER,9,4,율/비율
68346,최초매수일자,FST_BUY_DT,VARCHAR2,8,,날짜
68347,최초매입DL거래번호,FST_PRH_DL_TRNO,VARCHAR2,14,,번호
68348,최초매입고객번호,FST_PRH_CNO,VARCHAR2,8,,번호
68349,최초매입고시환율,FST_PRH_BTN_XCR,NUMBER,9,4,율/비율
68350,최초매입금액,FST_PRH_AMT,NUMBER,18,3,금액
68351,최초매입기준통화금액,FST_PRH_BCUR_AMT,NUMBER,18,3,금액
68352,최초매입원화환산금액,FST_PRH_WONC_AMT,NUMBER,18,3,금액
68353,최초매입은행표준추심일수,FST_PRH_BNK_STD_CLT_DDS,NUMBER,5,,수
68354,최초매입일자,FST_PRH_DT,VARCHAR2,8,,날짜
68355,최초매입장부금액,FST_PRH_ABK_AMT,NUMBER,18,3,금액
68356,최초매입장부기준통화환산금액,FST_PRH_ABK_BSE_CUR_CVS_AMT,NUMBER,18,3,금액
68357,최초매입장부미달러환산금액,FST_PRH_ABK_USD_CVS_AMT,NUMBER,18,3,금액
68358,최초매입장부원화환산금액,FST_PRH_ABK_WONC_AMT,NUMBER,18,3,금액
68359,최초매출금액,FST_RVN_AMT,NUMBER,18,3,금액
68360,최초매출부점코드,FST_RVN_BBR_C,VARCHAR2,3,,코드
68361,최초매출일자,FST_RVN_DT,VARCHAR2,8,,날짜
68362,최초명목금액,FST_PTX_AMT,NUMBER,18,3,금액
68363,최초미납납기일자,FST_NPY_DDP_DT,VARCHAR2,8,,날짜
68364,최초미수포함대손충당금금액,FST_RCB_ICD_ABDA_AMT,NUMBER,18,3,금액
68365,최초미수포함대손충당금원화환산금액,FST_RCB_ICD_ABDA_WONC_AMT,NUMBER,18,3,금액
68366,최초발급건수,FST_ISN_CNT,NUMBER,10,,수
68367,최초발급부점코드,FST_ISN_BBR_C,VARCHAR2,3,,코드
68368,최초발급일자,FST_ISN_DT,VARCHAR2,8,,날짜
68369,최초발급책임사용자ID,FST_ISN_RSP_USID,VARCHAR2,14,,ID
68370,최초발급처리사용자ID,FST_ISN_PRC_USID,VARCHAR2,14,,ID
68371,최초발생일자,FST_OCC_DT,VARCHAR2,8,,날짜
68372,최초법원감정가격,FST_COUT_APSL_PR,NUMBER,18,3,금액
68373,최초보수수령일자,FST_PAY_RCV_DT,VARCHAR2,8,,날짜
68374,최초보험가입금액,FST_ISR_JIN_AMT,NUMBER,18,3,금액
68375,최초보험료,FST_ISR_FE,NUMBER,18,3,금액
68376,최초보험료납부일자,FST_ISFE_PYM_DT,VARCHAR2,8,,날짜
68377,최초본건일련번호,FST_TAF_SNO,NUMBER,9,,일련번호
68378,최초부도발생일자,FST_DSH_OCC_DT,VARCHAR2,8,,날짜
68379,최초부도일자,FST_DSH_DT,VARCHAR2,8,,날짜
68380,최초분할상환금액,FST_SLT_REPA_AMT,NUMBER,18,3,금액
68381,최초분할상환일자,FST_SLT_REPA_DT,VARCHAR2,8,,날짜
68382,최초사용료,FST_USE_FE,NUMBER,18,3,금액
68383,최초사용료내용,FST_USEF_CONE,VARCHAR2,300,,내용
68384,최초상각금액,FST_AMR_AMT,NUMBER,18,,금액
68385,최초상담일련번호,FST_CUN_SNO,NUMBER,9,,일련번호
68386,최초상신일자,FST_RTSO_DT,VARCHAR2,8,,날짜
68387,최초상환예정납입기한일자,FST_REPA_MPL_PAIN_TLM_DT,VARCHAR2,8,,날짜
68388,최초상환일자,FST_REPA_DT,VARCHAR2,8,,날짜
68389,최초생성일시,FST_GNT_DTM,DATE,,,날짜
68390,최초생성일자,FST_GNT_DT,VARCHAR2,8,,날짜
68391,최초설정일자,FST_SUP_DT,VARCHAR2,8,,날짜
68392,최초승인금액,FST_APV_AMT,NUMBER,18,3,금액
68393,최초승인금액원화환산금액,FST_APV_AMT_WONC_AMT,NUMBER,18,3,금액
68394,최초승인발생사유코드,FST_APV_OCC_RSN_C,VARCHAR2,2,,코드
68395,최초승인원화금액,FST_APV_WON_AMT,NUMBER,18,,금액
68396,최초승인일자,FST_APV_DT,VARCHAR2,8,,날짜
68397,최초승인통화코드,FST_APV_CUR_C,VARCHAR2,3,,코드
68398,최초시점신용등급명,FST_PTM_CRD_GR_NM,VARCHAR2,10,,명칭
68399,최초시점신용등급순위일련번호,FST_PTM_CRD_GR_RKG_SNO,NUMBER,9,,일련번호
68400,최초시점외감여부,FST_PTM_XAD_YN,VARCHAR2,1,,여부
68401,최초신규경과월수,FST_NW_PSG_MM_NBR,NUMBER,10,,수
68402,최초신용등급구분코드,FST_CRD_GR_TC,VARCHAR2,2,,코드
68403,최초신용장유효일자,FST_LC_AVL_DT,VARCHAR2,8,,날짜
68404,최초신용카드개설경과기간내용,FST_CRC_OPN_PSG_TRM_CONE,VARCHAR2,20,,내용
68405,최초신용카드개설경과일수,FST_CRC_OPN_PSG_DDS,NUMBER,5,,수
68406,최초신용카드경과기간내용,FST_CRC_PSG_TRM_CONE,VARCHAR2,20,,내용
68407,최초실행기한일자,FST_EXE_TLM_DT,VARCHAR2,8,,날짜
68408,최초액면금액,FST_PAR_AMT,NUMBER,18,3,금액
68409,최초액면기준통화환산금액,FST_PAR_BSE_CUR_CVS_AMT,NUMBER,18,3,금액
68410,최초액면미달러환산금액,FST_PAR_USD_CVS_AMT,NUMBER,18,3,금액
68411,최초액면원화환산금액,FST_PAR_WONC_AMT,NUMBER,18,3,금액
68412,최초약정일자,FST_MCTC_DT,VARCHAR2,8,,날짜
68413,최초약정점검예정일자,FST_MCTC_CKG_MPL_DT,VARCHAR2,8,,날짜
68414,최초약정체결일자,FST_MCTC_CNCL_DT,VARCHAR2,8,,날짜
68415,최초어플리케이션코드,FST_APP_C,VARCHAR2,3,,코드
68416,최초여신거래일자,FST_LN_TR_DT,VARCHAR2,8,,날짜
68417,최초여신보고일자,FST_LN_RPR_DT,VARCHAR2,8,,날짜
68418,최초여신승인일자,FST_LN_APV_DT,VARCHAR2,8,,날짜
68419,최초여신약정일자,FST_LN_MCTC_DT,VARCHAR2,8,,날짜
68420,최초연체계산시작일자,FST_DECY_CAL_STT_DT,VARCHAR2,8,,날짜
68421,최초연체금액,FST_DECY_AMT,NUMBER,18,3,금액
68422,최초연체기산일자,FST_DECY_RKF_DT,VARCHAR2,8,,날짜
68423,최초연체납기일자,FST_DECY_DDP_DT,VARCHAR2,8,,날짜
68424,최초연체발생일자,FST_DECY_OCC_DT,VARCHAR2,8,,날짜
68425,최초영문명,FST_WREN_NM,VARCHAR2,60,,명칭
68426,최초영수증발급일시,FST_RCW_ISN_DTM,DATE,,,날짜
68427,최초온렌딩상담번호,FST_ONLD_CUN_NO,VARCHAR2,9,,번호
68428,최초온렌딩승인구분코드,FST_ONLD_APV_TC,VARCHAR2,2,,코드
68429,최초옵션행사가능영업일규칙일,FST_OPX_PSB_SDD_RUL_DD,VARCHAR2,2,,날짜
68430,최초옵션행사가능영업일적용도시내용,FST_OPX_PSB_SDD_ALY_CTY_CONE,VARCHAR2,100,,내용
68431,최초옵션행사가능일자,FST_OPX_PSB_DT,VARCHAR2,8,,날짜
68432,최초요청내용,FST_REQ_CONE,VARCHAR2,300,,내용
68433,최초원금교환금액,FST_PRA_XCH_AMT,NUMBER,18,3,금액
68434,최초원금교환여부,FST_PRA_XCH_YN,VARCHAR2,1,,여부
68435,최초원금교환일자,FST_PRA_XCH_DT,VARCHAR2,8,,날짜
68436,최초원금상환납입일자,FST_PRA_REPA_PAIN_DT,VARCHAR2,8,,날짜
68437,최초원금상환일자,FST_PRA_REPA_DT,VARCHAR2,8,,날짜
68438,최초융자상담번호,FST_FN_CUN_NO,VARCHAR2,30,,번호
68439,최초이익계산일자,FST_PFT_CAL_DT,VARCHAR2,8,,날짜
68440,최초이익지급일자,FST_PFT_DFR_DT,VARCHAR2,8,,날짜
68441,최초이자계산구분코드,FST_INT_CAL_TC,VARCHAR2,2,,코드
68442,최초이자금리,FST_INT_IRT,NUMBER,13,10,율/비율
68443,최초이자명목금액,FST_INT_PTX_AMT,NUMBER,18,3,금액
68444,최초이자상환일자,FST_INT_REPA_DT,VARCHAR2,8,,날짜
68445,최초이자수령일자,FST_INT_RCV_DT,VARCHAR2,8,,날짜
68446,최초이자율,FST_INT_RT,NUMBER,13,10,율/비율
68447,최초이자종료일자,FST_INT_END_DT,VARCHAR2,8,,날짜
68448,최초이자지급일자,FST_INT_DFR_DT,VARCHAR2,8,,날짜
68449,최초이체실행일자,FST_TFR_EXE_DT,VARCHAR2,8,,날짜
68450,최초인출예정일자,FST_WDR_MPL_DT,VARCHAR2,8,,날짜
68451,최초입금금액,FST_ROM_AMT,NUMBER,18,3,금액
68452,최초입금일자,FST_ROM_DT,VARCHAR2,8,,날짜
68453,최초입행일자,FST_EIB_DT,VARCHAR2,8,,날짜
68454,최초작성사용자ID,FST_DWU_USID,VARCHAR2,14,,ID
68455,최초작성일시,FST_DWU_DTM,DATE,,,날짜
68456,최초장부금액,FST_ABK_AMT,NUMBER,18,3,금액
68457,최초재무제표작성일자,FST_FNS_DWU_DT,VARCHAR2,8,,날짜
68458,최초재무제표제출주소,FST_FNS_SMI_ADDR,VARCHAR2,50,,연락처
68459,최초재정검증완료일자,FST_PFN_VRF_FSG_DT,VARCHAR2,8,,날짜
68460,최초전문발송시각,FST_TGR_SD_TM,VARCHAR2,6,,날짜
68461,최초전문발송일자,FST_TGR_SD_DT,VARCHAR2,8,,날짜
68462,최초전송인터페이스시스템코드,FST_FWDI_IF_SYS_C,VARCHAR2,3,,코드
68463,최초전환신청최소금액,FST_COV_RQS_MNM_AMT,NUMBER,18,3,금액
68464,최초접속시작시각,FST_CNC_STT_TM,VARCHAR2,6,,날짜
68465,최초접속시작일자,FST_CNC_STT_DT,VARCHAR2,8,,날짜
68466,최초제가입권계좌수,FST_AROS_ACT_NBR,NUMBER,7,2,수
68467,최초제출일자,FST_SMI_DT,VARCHAR2,8,,날짜
68468,최초중도상환가능일자,FST_MDW_REPA_PSB_DT,VARCHAR2,8,,날짜
68469,최초중도해지가능일자,FST_MDW_CCC_PSB_DT,VARCHAR2,8,,날짜
68470,최초중요증서일련번호,FST_IC_SNO,NUMBER,10,,일련번호
68471,최초지급가능입금일자,FST_DFR_PSB_ROM_DT,VARCHAR2,8,,날짜
68472,최초지급가능입금잔액,FST_DFR_PSB_ROM_BBL,NUMBER,18,3,금액
68473,최초지급월,FST_DFR_MM,VARCHAR2,2,,날짜
68474,최초지급일자,FST_DFR_DT,VARCHAR2,8,,날짜
68475,최초지출기한일자,FST_OGG_TLM_DT,VARCHAR2,8,,날짜
68476,최초차입금액,FST_BRW_AMT,NUMBER,18,3,금액
68477,최초차입기준통화환산금액,FST_BRW_BSE_CUR_CVS_AMT,NUMBER,18,3,금액
68478,최초차입원화환산금액,FST_BRW_WONC_AMT,NUMBER,18,,금액
68479,최초차입일자,FST_BRW_DT,VARCHAR2,8,,날짜
68480,최초추심의뢰일자,FST_CLT_ASK_DT,VARCHAR2,8,,날짜
68481,최초출연원금,FST_CBT_PRA,NUMBER,18,3,금액
68482,최초출연이자,FST_CBT_INT,NUMBER,18,3,금액
68483,최초취급금액,FST_TRT_AMT,NUMBER,18,3,금액
68484,최초취급일자,FST_TRT_DT,VARCHAR2,8,,날짜
68485,최초취득금액,FST_ACQ_AMT,NUMBER,18,3,금액
68486,최초취득원화환산금액,FST_ACQ_WONC_AMT,NUMBER,18,,금액
68487,최초캠페인일련번호,FST_CAMP_SNO,NUMBER,9,,일련번호
68488,최초통과일련번호,FST_PASS_SNO,NUMBER,9,,일련번호
68489,최초투융자상담번호,FST_INL_CUN_NO,VARCHAR2,9,,번호
68490,최초투자ISO국가기호코드,FST_IV_ISO_NTN_SYM_C,VARCHAR2,2,,코드
68491,최초투자국가도시코드,FST_IV_NTN_CTY_C,VARCHAR2,4,,코드
68492,최초투자도시코드,FST_IV_CTY_C,VARCHAR2,2,,코드
68493,최초투자목적국가도시코드,FST_IV_PPO_NTN_CTY_C,VARCHAR2,4,,코드
68494,최초투자일자,FST_IV_DT,VARCHAR2,8,,날짜
68495,최초판매개시일자,FST_SLE_OPG_DT,VARCHAR2,8,,날짜
68496,최초판매일자,FST_SLE_DT,VARCHAR2,8,,날짜
68497,최초평가금액,FST_EVL_AMT,NUMBER,18,3,금액
68498,최초합계보험료,FST_ADU_ISR_FE,NUMBER,18,3,금액
